,Nombre de los Candidatos,Votos,Porcentaje,Electo,Region,Distrito,Comuna,Lista Electoral,Local,Mesa
25,Total Votación,111,"100,00%",,DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,2M
1,1. GABRIEL BORIC FONT,CS,26,"18,71%",DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,3M
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,17,"12,23%",DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,3M
7,3. YASNA PROVOSTE CAMPILLAY,PDC,26,"18,71%",DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,3M
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,9,"6,47%",DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,3M
13,5. EDUARDO ARTES BRICHETTI,UPA,1,"0,72%",DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,3M
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,18,"12,95%",DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,3M
19,7. FRANCO PARISI FERNANDEZ,PDG,42,"30,22%",DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,3M
22,Válidamente Emitidos,139,"97,89%",,DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,3M
23,Votos Nulos,3,"2,11%",,DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,3M
24,Votos en Blanco,0,"0,00%",,DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,3M
25,Total Votación,142,"100,00%",,DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,3M
1,1. GABRIEL BORIC FONT,CS,29,"22,14%",DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,4M
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,16,"12,21%",DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,4M
7,3. YASNA PROVOSTE CAMPILLAY,PDC,24,"18,32%",DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,4M
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,7,"5,34%",DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,4M
13,5. EDUARDO ARTES BRICHETTI,UPA,2,"1,53%",DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,4M
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,14,"10,69%",DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,4M
19,7. FRANCO PARISI FERNANDEZ,PDG,39,"29,77%",DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,4M
22,Válidamente Emitidos,131,"97,76%",,DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,4M
23,Votos Nulos,0,"0,00%",,DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,4M
24,Votos en Blanco,3,"2,24%",,DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,4M
25,Total Votación,134,"100,00%",,DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,4M
1,1. GABRIEL BORIC FONT,CS,30,"24,79%",DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,5M
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,13,"10,74%",DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,5M
7,3. YASNA PROVOSTE CAMPILLAY,PDC,26,"21,49%",DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,5M
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,10,"8,26%",DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,5M
13,5. EDUARDO ARTES BRICHETTI,UPA,1,"0,83%",DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,5M
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,13,"10,74%",DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,5M
19,7. FRANCO PARISI FERNANDEZ,PDG,28,"23,14%",DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,5M
22,Válidamente Emitidos,121,"96,03%",,DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,5M
23,Votos Nulos,3,"2,38%",,DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,5M
24,Votos en Blanco,2,"1,59%",,DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,5M
25,Total Votación,126,"100,00%",,DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,5M
1,1. GABRIEL BORIC FONT,CS,23,"18,40%",DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,6M
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,25,"20,00%",DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,6M
7,3. YASNA PROVOSTE CAMPILLAY,PDC,19,"15,20%",DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,6M
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,11,"8,80%",DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,6M
13,5. EDUARDO ARTES BRICHETTI,UPA,1,"0,80%",DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,6M
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,22,"17,60%",DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,6M
19,7. FRANCO PARISI FERNANDEZ,PDG,24,"19,20%",DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,6M
22,Válidamente Emitidos,125,"98,43%",,DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,6M
23,Votos Nulos,1,"0,79%",,DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,6M
24,Votos en Blanco,1,"0,79%",,DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,6M
25,Total Votación,127,"100,00%",,DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,6M
1,1. GABRIEL BORIC FONT,CS,29,"20,57%",DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,7M
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,25,"17,73%",DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,7M
7,3. YASNA PROVOSTE CAMPILLAY,PDC,19,"13,48%",DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,7M
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,12,"8,51%",DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,7M
13,5. EDUARDO ARTES BRICHETTI,UPA,0,"0,00%",DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,7M
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,18,"12,77%",DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,7M
19,7. FRANCO PARISI FERNANDEZ,PDG,38,"26,95%",DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,7M
22,Válidamente Emitidos,141,"96,58%",,DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,7M
23,Votos Nulos,4,"2,74%",,DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,7M
24,Votos en Blanco,1,"0,68%",,DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,7M
25,Total Votación,146,"100,00%",,DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,7M
1,1. GABRIEL BORIC FONT,CS,36,"26,67%",DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,8M
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,18,"13,33%",DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,8M
7,3. YASNA PROVOSTE CAMPILLAY,PDC,12,"8,89%",DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,8M
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,13,"9,63%",DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,8M
13,5. EDUARDO ARTES BRICHETTI,UPA,2,"1,48%",DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,8M
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,11,"8,15%",DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,8M
19,7. FRANCO PARISI FERNANDEZ,PDG,43,"31,85%",DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,8M
22,Válidamente Emitidos,135,"99,26%",,DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,8M
23,Votos Nulos,1,"0,74%",,DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,8M
24,Votos en Blanco,0,"0,00%",,DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,8M
25,Total Votación,136,"100,00%",,DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,8M
1,1. GABRIEL BORIC FONT,CS,40,"28,99%",DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,9M
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,13,"9,42%",DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,9M
7,3. YASNA PROVOSTE CAMPILLAY,PDC,28,"20,29%",DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,9M
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,13,"9,42%",DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,9M
13,5. EDUARDO ARTES BRICHETTI,UPA,3,"2,17%",DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,9M
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,11,"7,97%",DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,9M
19,7. FRANCO PARISI FERNANDEZ,PDG,30,"21,74%",DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,9M
22,Válidamente Emitidos,138,"98,57%",,DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,9M
23,Votos Nulos,1,"0,71%",,DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,9M
24,Votos en Blanco,1,"0,71%",,DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,9M
25,Total Votación,140,"100,00%",,DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,9M
1,1. GABRIEL BORIC FONT,CS,30,"23,62%",DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,10M
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,23,"18,11%",DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,10M
7,3. YASNA PROVOSTE CAMPILLAY,PDC,26,"20,47%",DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,10M
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,2,"1,57%",DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,10M
13,5. EDUARDO ARTES BRICHETTI,UPA,1,"0,79%",DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,10M
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,8,"6,30%",DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,10M
19,7. FRANCO PARISI FERNANDEZ,PDG,37,"29,13%",DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,10M
22,Válidamente Emitidos,127,"96,21%",,DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,10M
23,Votos Nulos,4,"3,03%",,DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,10M
24,Votos en Blanco,1,"0,76%",,DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,10M
25,Total Votación,132,"100,00%",,DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,10M
1,1. GABRIEL BORIC FONT,CS,36,"28,57%",DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,11M
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,15,"11,90%",DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,11M
7,3. YASNA PROVOSTE CAMPILLAY,PDC,15,"11,90%",DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,11M
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,12,"9,52%",DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,11M
13,5. EDUARDO ARTES BRICHETTI,UPA,2,"1,59%",DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,11M
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,14,"11,11%",DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,11M
19,7. FRANCO PARISI FERNANDEZ,PDG,32,"25,40%",DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,11M
22,Válidamente Emitidos,126,"96,92%",,DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,11M
23,Votos Nulos,4,"3,08%",,DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,11M
24,Votos en Blanco,0,"0,00%",,DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,11M
25,Total Votación,130,"100,00%",,DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,11M
1,1. GABRIEL BORIC FONT,CS,39,"26,35%",DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,12M
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,19,"12,84%",DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,12M
7,3. YASNA PROVOSTE CAMPILLAY,PDC,24,"16,22%",DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,12M
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,10,"6,76%",DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,12M
13,5. EDUARDO ARTES BRICHETTI,UPA,2,"1,35%",DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,12M
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,21,"14,19%",DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,12M
19,7. FRANCO PARISI FERNANDEZ,PDG,33,"22,30%",DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,12M
22,Válidamente Emitidos,148,"98,01%",,DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,12M
23,Votos Nulos,1,"0,66%",,DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,12M
24,Votos en Blanco,2,"1,32%",,DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,12M
25,Total Votación,151,"100,00%",,DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,12M
1,1. GABRIEL BORIC FONT,CS,36,"21,95%",DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,13M
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,29,"17,68%",DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,13M
7,3. YASNA PROVOSTE CAMPILLAY,PDC,21,"12,80%",DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,13M
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,17,"10,37%",DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,13M
13,5. EDUARDO ARTES BRICHETTI,UPA,1,"0,61%",DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,13M
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,16,"9,76%",DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,13M
19,7. FRANCO PARISI FERNANDEZ,PDG,44,"26,83%",DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,13M
22,Válidamente Emitidos,164,"98,20%",,DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,13M
23,Votos Nulos,1,"0,60%",,DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,13M
24,Votos en Blanco,2,"1,20%",,DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,13M
25,Total Votación,167,"100,00%",,DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,13M
1,1. GABRIEL BORIC FONT,CS,33,"24,09%",DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,14M (Descuadrada)
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,28,"20,44%",DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,14M (Descuadrada)
7,3. YASNA PROVOSTE CAMPILLAY,PDC,16,"11,68%",DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,14M (Descuadrada)
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,13,"9,49%",DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,14M (Descuadrada)
13,5. EDUARDO ARTES BRICHETTI,UPA,0,"0,00%",DE COQUIMBO,DISTRITO 5,ANDACOLLO,ANDACOLLO,ESCUELA LUIS CRUZ MARTINEZ,14M (Descuadrada)
