,Nombre de los Candidatos,Votos,Porcentaje,Electo,Region,Distrito,Comuna,Lista Electoral,Local,Mesa
22,Válidamente Emitidos,180,"100,00%",,DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,103
23,Votos Nulos,0,"0,00%",,DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,103
24,Votos en Blanco,0,"0,00%",,DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,103
25,Total Votación,180,"100,00%",,DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,103
1,1. GABRIEL BORIC FONT,CS,51,"23,39%",DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,104
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,68,"31,19%",DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,104
7,3. YASNA PROVOSTE CAMPILLAY,PDC,30,"13,76%",DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,104
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,28,"12,84%",DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,104
13,5. EDUARDO ARTES BRICHETTI,UPA,2,"0,92%",DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,104
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,6,"2,75%",DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,104
19,7. FRANCO PARISI FERNANDEZ,PDG,33,"15,14%",DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,104
22,Válidamente Emitidos,218,"100,00%",,DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,104
23,Votos Nulos,0,"0,00%",,DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,104
24,Votos en Blanco,0,"0,00%",,DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,104
25,Total Votación,218,"100,00%",,DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,104
1,1. GABRIEL BORIC FONT,CS,47,"28,48%",DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,105
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,50,"30,30%",DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,105
7,3. YASNA PROVOSTE CAMPILLAY,PDC,8,"4,85%",DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,105
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,16,"9,70%",DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,105
13,5. EDUARDO ARTES BRICHETTI,UPA,3,"1,82%",DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,105
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,9,"5,45%",DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,105
19,7. FRANCO PARISI FERNANDEZ,PDG,32,"19,39%",DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,105
22,Válidamente Emitidos,165,"99,40%",,DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,105
23,Votos Nulos,0,"0,00%",,DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,105
24,Votos en Blanco,1,"0,60%",,DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,105
25,Total Votación,166,"100,00%",,DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,105
1,1. GABRIEL BORIC FONT,CS,34,"25,37%",DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,106
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,25,"18,66%",DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,106
7,3. YASNA PROVOSTE CAMPILLAY,PDC,3,"2,24%",DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,106
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,17,"12,69%",DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,106
13,5. EDUARDO ARTES BRICHETTI,UPA,3,"2,24%",DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,106
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,8,"5,97%",DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,106
19,7. FRANCO PARISI FERNANDEZ,PDG,44,"32,84%",DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,106
22,Válidamente Emitidos,134,"100,00%",,DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,106
23,Votos Nulos,0,"0,00%",,DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,106
24,Votos en Blanco,0,"0,00%",,DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,106
25,Total Votación,134,"100,00%",,DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,106
1,1. GABRIEL BORIC FONT,CS,47,"26,40%",DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,107
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,53,"29,78%",DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,107
7,3. YASNA PROVOSTE CAMPILLAY,PDC,12,"6,74%",DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,107
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,19,"10,67%",DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,107
13,5. EDUARDO ARTES BRICHETTI,UPA,2,"1,12%",DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,107
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,12,"6,74%",DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,107
19,7. FRANCO PARISI FERNANDEZ,PDG,33,"18,54%",DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,107
22,Válidamente Emitidos,178,"99,44%",,DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,107
23,Votos Nulos,1,"0,56%",,DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,107
24,Votos en Blanco,0,"0,00%",,DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,107
25,Total Votación,179,"100,00%",,DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,107
1,1. GABRIEL BORIC FONT,CS,56,"34,57%",DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,108
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,30,"18,52%",DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,108
7,3. YASNA PROVOSTE CAMPILLAY,PDC,5,"3,09%",DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,108
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,16,"9,88%",DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,108
13,5. EDUARDO ARTES BRICHETTI,UPA,6,"3,70%",DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,108
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,6,"3,70%",DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,108
19,7. FRANCO PARISI FERNANDEZ,PDG,43,"26,54%",DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,108
22,Válidamente Emitidos,162,"99,39%",,DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,108
23,Votos Nulos,1,"0,61%",,DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,108
24,Votos en Blanco,0,"0,00%",,DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,108
25,Total Votación,163,"100,00%",,DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,108
1,1. GABRIEL BORIC FONT,CS,56,"28,00%",DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,109
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,49,"24,50%",DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,109
7,3. YASNA PROVOSTE CAMPILLAY,PDC,14,"7,00%",DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,109
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,31,"15,50%",DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,109
13,5. EDUARDO ARTES BRICHETTI,UPA,2,"1,00%",DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,109
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,16,"8,00%",DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,109
19,7. FRANCO PARISI FERNANDEZ,PDG,32,"16,00%",DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,109
22,Válidamente Emitidos,200,"97,56%",,DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,109
23,Votos Nulos,5,"2,44%",,DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,109
24,Votos en Blanco,0,"0,00%",,DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,109
25,Total Votación,205,"100,00%",,DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,109
1,1. GABRIEL BORIC FONT,CS,58,"35,80%",DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,110
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,28,"17,28%",DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,110
7,3. YASNA PROVOSTE CAMPILLAY,PDC,5,"3,09%",DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,110
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,15,"9,26%",DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,110
13,5. EDUARDO ARTES BRICHETTI,UPA,6,"3,70%",DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,110
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,5,"3,09%",DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,110
19,7. FRANCO PARISI FERNANDEZ,PDG,45,"27,78%",DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,110
22,Válidamente Emitidos,162,"98,78%",,DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,110
23,Votos Nulos,1,"0,61%",,DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,110
24,Votos en Blanco,1,"0,61%",,DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,110
25,Total Votación,164,"100,00%",,DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,110
1,1. GABRIEL BORIC FONT,CS,62,"38,04%",DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,111
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,26,"15,95%",DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,111
7,3. YASNA PROVOSTE CAMPILLAY,PDC,6,"3,68%",DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,111
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,18,"11,04%",DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,111
13,5. EDUARDO ARTES BRICHETTI,UPA,6,"3,68%",DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,111
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,11,"6,75%",DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,111
19,7. FRANCO PARISI FERNANDEZ,PDG,34,"20,86%",DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,111
22,Válidamente Emitidos,163,"99,39%",,DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,111
23,Votos Nulos,1,"0,61%",,DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,111
24,Votos en Blanco,0,"0,00%",,DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,111
25,Total Votación,164,"100,00%",,DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,111
1,1. GABRIEL BORIC FONT,CS,57,"34,55%",DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,112
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,33,"20,00%",DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,112
7,3. YASNA PROVOSTE CAMPILLAY,PDC,7,"4,24%",DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,112
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,16,"9,70%",DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,112
13,5. EDUARDO ARTES BRICHETTI,UPA,5,"3,03%",DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,112
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,11,"6,67%",DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,112
19,7. FRANCO PARISI FERNANDEZ,PDG,36,"21,82%",DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,112
22,Válidamente Emitidos,165,"100,00%",,DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,112
23,Votos Nulos,0,"0,00%",,DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,112
24,Votos en Blanco,0,"0,00%",,DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,112
25,Total Votación,165,"100,00%",,DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,112
1,1. GABRIEL BORIC FONT,CS,59,"34,50%",DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,113
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,35,"20,47%",DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,113
7,3. YASNA PROVOSTE CAMPILLAY,PDC,7,"4,09%",DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,113
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,20,"11,70%",DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,113
13,5. EDUARDO ARTES BRICHETTI,UPA,2,"1,17%",DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,113
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,2,"1,17%",DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,113
19,7. FRANCO PARISI FERNANDEZ,PDG,46,"26,90%",DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,113
22,Válidamente Emitidos,171,"98,28%",,DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,113
23,Votos Nulos,3,"1,72%",,DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,113
24,Votos en Blanco,0,"0,00%",,DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,113
25,Total Votación,174,"100,00%",,DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,113
1,1. GABRIEL BORIC FONT,CS,42,"26,92%",DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,114
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,27,"17,31%",DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,114
7,3. YASNA PROVOSTE CAMPILLAY,PDC,8,"5,13%",DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,114
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,28,"17,95%",DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,114
13,5. EDUARDO ARTES BRICHETTI,UPA,5,"3,21%",DEL BIOBIO,DISTRITO 20,CHIGUAYANTE,CHIGUAYANTE,COLEGIO AURORA DE CHILE CHIGUAYANTE,114
