,Nombre de los Candidatos,Votos,Porcentaje,Electo,Region,Distrito,Comuna,Lista Electoral,Local,Mesa
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,24,"13,64%",DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,48M
13,5. EDUARDO ARTES BRICHETTI,UPA,1,"0,57%",DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,48M
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,7,"3,98%",DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,48M
19,7. FRANCO PARISI FERNANDEZ,PDG,18,"10,23%",DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,48M
22,Válidamente Emitidos,176,"98,88%",,DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,48M
23,Votos Nulos,2,"1,12%",,DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,48M
24,Votos en Blanco,0,"0,00%",,DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,48M
25,Total Votación,178,"100,00%",,DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,48M
1,1. GABRIEL BORIC FONT,CS,13,"8,33%",DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,49M
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,83,"53,21%",DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,49M
7,3. YASNA PROVOSTE CAMPILLAY,PDC,21,"13,46%",DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,49M
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,25,"16,03%",DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,49M
13,5. EDUARDO ARTES BRICHETTI,UPA,0,"0,00%",DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,49M
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,7,"4,49%",DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,49M
19,7. FRANCO PARISI FERNANDEZ,PDG,7,"4,49%",DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,49M
22,Válidamente Emitidos,156,"98,11%",,DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,49M
23,Votos Nulos,1,"0,63%",,DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,49M
24,Votos en Blanco,2,"1,26%",,DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,49M
25,Total Votación,159,"100,00%",,DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,49M
1,1. GABRIEL BORIC FONT,CS,16,"9,30%",DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,50M
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,84,"48,84%",DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,50M
7,3. YASNA PROVOSTE CAMPILLAY,PDC,24,"13,95%",DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,50M
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,22,"12,79%",DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,50M
13,5. EDUARDO ARTES BRICHETTI,UPA,1,"0,58%",DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,50M
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,8,"4,65%",DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,50M
19,7. FRANCO PARISI FERNANDEZ,PDG,17,"9,88%",DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,50M
22,Válidamente Emitidos,172,"100,00%",,DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,50M
23,Votos Nulos,0,"0,00%",,DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,50M
24,Votos en Blanco,0,"0,00%",,DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,50M
25,Total Votación,172,"100,00%",,DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,50M
1,1. GABRIEL BORIC FONT,CS,21,"12,73%",DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,51M
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,73,"44,24%",DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,51M
7,3. YASNA PROVOSTE CAMPILLAY,PDC,27,"16,36%",DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,51M
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,25,"15,15%",DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,51M
13,5. EDUARDO ARTES BRICHETTI,UPA,0,"0,00%",DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,51M
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,6,"3,64%",DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,51M
19,7. FRANCO PARISI FERNANDEZ,PDG,13,"7,88%",DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,51M
22,Válidamente Emitidos,165,"97,63%",,DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,51M
23,Votos Nulos,1,"0,59%",,DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,51M
24,Votos en Blanco,3,"1,78%",,DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,51M
25,Total Votación,169,"100,00%",,DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,51M
1,1. GABRIEL BORIC FONT,CS,18,"10,17%",DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,52M
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,84,"47,46%",DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,52M
7,3. YASNA PROVOSTE CAMPILLAY,PDC,24,"13,56%",DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,52M
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,31,"17,51%",DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,52M
13,5. EDUARDO ARTES BRICHETTI,UPA,0,"0,00%",DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,52M
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,11,"6,21%",DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,52M
19,7. FRANCO PARISI FERNANDEZ,PDG,9,"5,08%",DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,52M
22,Válidamente Emitidos,177,"98,88%",,DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,52M
23,Votos Nulos,0,"0,00%",,DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,52M
24,Votos en Blanco,2,"1,12%",,DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,52M
25,Total Votación,179,"100,00%",,DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,52M
1,1. GABRIEL BORIC FONT,CS,16,"10,39%",DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,53M
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,71,"46,10%",DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,53M
7,3. YASNA PROVOSTE CAMPILLAY,PDC,17,"11,04%",DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,53M
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,28,"18,18%",DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,53M
13,5. EDUARDO ARTES BRICHETTI,UPA,1,"0,65%",DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,53M
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,8,"5,19%",DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,53M
19,7. FRANCO PARISI FERNANDEZ,PDG,13,"8,44%",DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,53M
22,Válidamente Emitidos,154,"98,09%",,DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,53M
23,Votos Nulos,3,"1,91%",,DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,53M
24,Votos en Blanco,0,"0,00%",,DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,53M
25,Total Votación,157,"100,00%",,DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,53M
1,1. GABRIEL BORIC FONT,CS,19,"10,44%",DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,54M
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,79,"43,41%",DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,54M
7,3. YASNA PROVOSTE CAMPILLAY,PDC,32,"17,58%",DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,54M
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,21,"11,54%",DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,54M
13,5. EDUARDO ARTES BRICHETTI,UPA,3,"1,65%",DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,54M
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,9,"4,95%",DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,54M
19,7. FRANCO PARISI FERNANDEZ,PDG,19,"10,44%",DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,54M
22,Válidamente Emitidos,182,"98,91%",,DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,54M
23,Votos Nulos,1,"0,54%",,DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,54M
24,Votos en Blanco,1,"0,54%",,DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,54M
25,Total Votación,184,"100,00%",,DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,54M
1,1. GABRIEL BORIC FONT,CS,24,"13,11%",DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,55M
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,74,"40,44%",DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,55M
7,3. YASNA PROVOSTE CAMPILLAY,PDC,23,"12,57%",DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,55M
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,35,"19,13%",DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,55M
13,5. EDUARDO ARTES BRICHETTI,UPA,3,"1,64%",DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,55M
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,8,"4,37%",DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,55M
19,7. FRANCO PARISI FERNANDEZ,PDG,16,"8,74%",DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,55M
22,Válidamente Emitidos,183,"97,86%",,DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,55M
23,Votos Nulos,2,"1,07%",,DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,55M
24,Votos en Blanco,2,"1,07%",,DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,55M
25,Total Votación,187,"100,00%",,DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,55M
1,1. GABRIEL BORIC FONT,CS,18,"9,89%",DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,56M
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,87,"47,80%",DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,56M
7,3. YASNA PROVOSTE CAMPILLAY,PDC,23,"12,64%",DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,56M
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,31,"17,03%",DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,56M
13,5. EDUARDO ARTES BRICHETTI,UPA,3,"1,65%",DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,56M
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,8,"4,40%",DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,56M
19,7. FRANCO PARISI FERNANDEZ,PDG,12,"6,59%",DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,56M
22,Válidamente Emitidos,182,"97,85%",,DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,56M
23,Votos Nulos,4,"2,15%",,DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,56M
24,Votos en Blanco,0,"0,00%",,DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,56M
25,Total Votación,186,"100,00%",,DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,56M
1,1. GABRIEL BORIC FONT,CS,16,"12,60%",DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,57M
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,58,"45,67%",DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,57M
7,3. YASNA PROVOSTE CAMPILLAY,PDC,8,"6,30%",DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,57M
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,17,"13,39%",DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,57M
13,5. EDUARDO ARTES BRICHETTI,UPA,1,"0,79%",DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,57M
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,10,"7,87%",DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,57M
19,7. FRANCO PARISI FERNANDEZ,PDG,17,"13,39%",DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,57M
22,Válidamente Emitidos,127,"99,22%",,DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,57M
23,Votos Nulos,1,"0,78%",,DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,57M
24,Votos en Blanco,0,"0,00%",,DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,57M
25,Total Votación,128,"100,00%",,DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,57M
1,1. GABRIEL BORIC FONT,CS,19,"11,80%",DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,57V
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,84,"52,17%",DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,57V
7,3. YASNA PROVOSTE CAMPILLAY,PDC,18,"11,18%",DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,57V
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,19,"11,80%",DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,57V
13,5. EDUARDO ARTES BRICHETTI,UPA,1,"0,62%",DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,57V
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,7,"4,35%",DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,57V
19,7. FRANCO PARISI FERNANDEZ,PDG,13,"8,07%",DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,57V
22,Válidamente Emitidos,161,"98,77%",,DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,57V
23,Votos Nulos,1,"0,61%",,DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,57V
24,Votos en Blanco,1,"0,61%",,DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,57V
25,Total Votación,163,"100,00%",,DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,57V
1,1. GABRIEL BORIC FONT,CS,20,"12,20%",DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,58V
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,75,"45,73%",DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,58V
7,3. YASNA PROVOSTE CAMPILLAY,PDC,20,"12,20%",DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,58V
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,18,"10,98%",DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,58V
13,5. EDUARDO ARTES BRICHETTI,UPA,1,"0,61%",DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,58V
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,5,"3,05%",DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,58V
19,7. FRANCO PARISI FERNANDEZ,PDG,25,"15,24%",DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,58V
22,Válidamente Emitidos,164,"98,80%",,DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,58V
23,Votos Nulos,1,"0,60%",,DEL MAULE,DISTRITO 18,CAUQUENES,CAUQUENES,COLEGIO BLANCO ENCALADA,58V
