,Nombre de los Candidatos,Votos,Porcentaje,Electo,Region,Distrito,Comuna,Lista Electoral,Local,Mesa
25,Total Votación,130,"100,00%",,DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,7M
1,1. GABRIEL BORIC FONT,CS,32,"22,54%",DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,8M
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,37,"26,06%",DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,8M
7,3. YASNA PROVOSTE CAMPILLAY,PDC,32,"22,54%",DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,8M
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,11,"7,75%",DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,8M
13,5. EDUARDO ARTES BRICHETTI,UPA,0,"0,00%",DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,8M
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,7,"4,93%",DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,8M
19,7. FRANCO PARISI FERNANDEZ,PDG,23,"16,20%",DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,8M
22,Válidamente Emitidos,142,"98,61%",,DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,8M
23,Votos Nulos,1,"0,69%",,DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,8M
24,Votos en Blanco,1,"0,69%",,DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,8M
25,Total Votación,144,"100,00%",,DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,8M
1,1. GABRIEL BORIC FONT,CS,24,"28,92%",DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,1V
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,18,"21,69%",DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,1V
7,3. YASNA PROVOSTE CAMPILLAY,PDC,22,"26,51%",DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,1V
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,3,"3,61%",DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,1V
13,5. EDUARDO ARTES BRICHETTI,UPA,0,"0,00%",DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,1V
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,5,"6,02%",DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,1V
19,7. FRANCO PARISI FERNANDEZ,PDG,11,"13,25%",DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,1V
22,Válidamente Emitidos,83,"97,65%",,DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,1V
23,Votos Nulos,1,"1,18%",,DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,1V
24,Votos en Blanco,1,"1,18%",,DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,1V
25,Total Votación,85,"100,00%",,DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,1V
1,1. GABRIEL BORIC FONT,CS,18,"17,31%",DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,2V
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,21,"20,19%",DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,2V
7,3. YASNA PROVOSTE CAMPILLAY,PDC,40,"38,46%",DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,2V
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,6,"5,77%",DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,2V
13,5. EDUARDO ARTES BRICHETTI,UPA,0,"0,00%",DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,2V
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,7,"6,73%",DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,2V
19,7. FRANCO PARISI FERNANDEZ,PDG,12,"11,54%",DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,2V
22,Válidamente Emitidos,104,"97,20%",,DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,2V
23,Votos Nulos,1,"0,93%",,DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,2V
24,Votos en Blanco,2,"1,87%",,DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,2V
25,Total Votación,107,"100,00%",,DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,2V
1,1. GABRIEL BORIC FONT,CS,27,"21,09%",DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,3V
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,41,"32,03%",DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,3V
7,3. YASNA PROVOSTE CAMPILLAY,PDC,28,"21,88%",DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,3V
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,13,"10,16%",DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,3V
13,5. EDUARDO ARTES BRICHETTI,UPA,4,"3,12%",DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,3V
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,4,"3,12%",DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,3V
19,7. FRANCO PARISI FERNANDEZ,PDG,11,"8,59%",DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,3V
22,Válidamente Emitidos,128,"98,46%",,DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,3V
23,Votos Nulos,0,"0,00%",,DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,3V
24,Votos en Blanco,2,"1,54%",,DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,3V
25,Total Votación,130,"100,00%",,DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,3V
1,1. GABRIEL BORIC FONT,CS,49,"34,27%",DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,4V
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,29,"20,28%",DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,4V
7,3. YASNA PROVOSTE CAMPILLAY,PDC,27,"18,88%",DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,4V
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,9,"6,29%",DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,4V
13,5. EDUARDO ARTES BRICHETTI,UPA,2,"1,40%",DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,4V
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,7,"4,90%",DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,4V
19,7. FRANCO PARISI FERNANDEZ,PDG,20,"13,99%",DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,4V
22,Válidamente Emitidos,143,"95,33%",,DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,4V
23,Votos Nulos,1,"0,67%",,DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,4V
24,Votos en Blanco,6,"4,00%",,DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,4V
25,Total Votación,150,"100,00%",,DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,4V
1,1. GABRIEL BORIC FONT,CS,33,"25,78%",DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,5V
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,30,"23,44%",DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,5V
7,3. YASNA PROVOSTE CAMPILLAY,PDC,31,"24,22%",DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,5V
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,5,"3,91%",DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,5V
13,5. EDUARDO ARTES BRICHETTI,UPA,0,"0,00%",DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,5V
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,6,"4,69%",DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,5V
19,7. FRANCO PARISI FERNANDEZ,PDG,23,"17,97%",DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,5V
22,Válidamente Emitidos,128,"96,97%",,DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,5V
23,Votos Nulos,1,"0,76%",,DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,5V
24,Votos en Blanco,3,"2,27%",,DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,5V
25,Total Votación,132,"100,00%",,DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,5V
1,1. GABRIEL BORIC FONT,CS,45,"31,03%",DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,6V
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,32,"22,07%",DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,6V
7,3. YASNA PROVOSTE CAMPILLAY,PDC,32,"22,07%",DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,6V
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,7,"4,83%",DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,6V
13,5. EDUARDO ARTES BRICHETTI,UPA,3,"2,07%",DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,6V
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,8,"5,52%",DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,6V
19,7. FRANCO PARISI FERNANDEZ,PDG,18,"12,41%",DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,6V
22,Válidamente Emitidos,145,"99,32%",,DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,6V
23,Votos Nulos,1,"0,68%",,DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,6V
24,Votos en Blanco,0,"0,00%",,DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,6V
25,Total Votación,146,"100,00%",,DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,6V
1,1. GABRIEL BORIC FONT,CS,30,"24,59%",DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,7V
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,27,"22,13%",DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,7V
7,3. YASNA PROVOSTE CAMPILLAY,PDC,24,"19,67%",DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,7V
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,11,"9,02%",DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,7V
13,5. EDUARDO ARTES BRICHETTI,UPA,1,"0,82%",DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,7V
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,8,"6,56%",DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,7V
19,7. FRANCO PARISI FERNANDEZ,PDG,21,"17,21%",DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,7V
22,Válidamente Emitidos,122,"97,60%",,DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,7V
23,Votos Nulos,1,"0,80%",,DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,7V
24,Votos en Blanco,2,"1,60%",,DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,7V
25,Total Votación,125,"100,00%",,DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,7V
1,1. GABRIEL BORIC FONT,CS,49,"40,16%",DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,8V
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,27,"22,13%",DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,8V
7,3. YASNA PROVOSTE CAMPILLAY,PDC,16,"13,11%",DE LOS RIOS,DISTRITO 24,CORRAL,CORRAL,ESCUELA BASICA DE CORRAL,8V
