,Nombre de los Candidatos,Votos,Porcentaje,Electo,Region,Distrito,Comuna,Lista Electoral,Local,Mesa
24,Votos en Blanco,1,"0,81%",,METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,114M
25,Total Votación,123,"100,00%",,METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,114M
1,1. GABRIEL BORIC FONT,CS,37,"25,87%",METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,115M
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,20,"13,99%",METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,115M
7,3. YASNA PROVOSTE CAMPILLAY,PDC,21,"14,69%",METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,115M
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,16,"11,19%",METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,115M
13,5. EDUARDO ARTES BRICHETTI,UPA,3,"2,10%",METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,115M
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,25,"17,48%",METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,115M
19,7. FRANCO PARISI FERNANDEZ,PDG,21,"14,69%",METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,115M
22,Válidamente Emitidos,143,"100,00%",,METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,115M
23,Votos Nulos,0,"0,00%",,METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,115M
24,Votos en Blanco,0,"0,00%",,METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,115M
25,Total Votación,143,"100,00%",,METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,115M
1,1. GABRIEL BORIC FONT,CS,38,"31,67%",METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,116M
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,20,"16,67%",METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,116M
7,3. YASNA PROVOSTE CAMPILLAY,PDC,14,"11,67%",METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,116M
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,12,"10,00%",METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,116M
13,5. EDUARDO ARTES BRICHETTI,UPA,3,"2,50%",METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,116M
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,17,"14,17%",METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,116M
19,7. FRANCO PARISI FERNANDEZ,PDG,16,"13,33%",METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,116M
22,Válidamente Emitidos,120,"98,36%",,METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,116M
23,Votos Nulos,0,"0,00%",,METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,116M
24,Votos en Blanco,2,"1,64%",,METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,116M
25,Total Votación,122,"100,00%",,METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,116M
1,1. GABRIEL BORIC FONT,CS,53,"38,13%",METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,117M
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,26,"18,71%",METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,117M
7,3. YASNA PROVOSTE CAMPILLAY,PDC,13,"9,35%",METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,117M
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,10,"7,19%",METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,117M
13,5. EDUARDO ARTES BRICHETTI,UPA,2,"1,44%",METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,117M
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,18,"12,95%",METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,117M
19,7. FRANCO PARISI FERNANDEZ,PDG,17,"12,23%",METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,117M
22,Válidamente Emitidos,139,"100,00%",,METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,117M
23,Votos Nulos,0,"0,00%",,METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,117M
24,Votos en Blanco,0,"0,00%",,METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,117M
25,Total Votación,139,"100,00%",,METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,117M
1,1. GABRIEL BORIC FONT,CS,40,"29,63%",METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,118M
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,35,"25,93%",METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,118M
7,3. YASNA PROVOSTE CAMPILLAY,PDC,14,"10,37%",METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,118M
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,17,"12,59%",METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,118M
13,5. EDUARDO ARTES BRICHETTI,UPA,4,"2,96%",METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,118M
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,14,"10,37%",METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,118M
19,7. FRANCO PARISI FERNANDEZ,PDG,11,"8,15%",METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,118M
22,Válidamente Emitidos,135,"98,54%",,METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,118M
23,Votos Nulos,1,"0,73%",,METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,118M
24,Votos en Blanco,1,"0,73%",,METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,118M
25,Total Votación,137,"100,00%",,METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,118M
1,1. GABRIEL BORIC FONT,CS,34,"27,87%",METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,119M
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,24,"19,67%",METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,119M
7,3. YASNA PROVOSTE CAMPILLAY,PDC,22,"18,03%",METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,119M
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,9,"7,38%",METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,119M
13,5. EDUARDO ARTES BRICHETTI,UPA,3,"2,46%",METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,119M
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,15,"12,30%",METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,119M
19,7. FRANCO PARISI FERNANDEZ,PDG,15,"12,30%",METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,119M
22,Válidamente Emitidos,122,"99,19%",,METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,119M
23,Votos Nulos,0,"0,00%",,METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,119M
24,Votos en Blanco,1,"0,81%",,METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,119M
25,Total Votación,123,"100,00%",,METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,119M
1,1. GABRIEL BORIC FONT,CS,39,"31,71%",METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,120M
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,20,"16,26%",METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,120M
7,3. YASNA PROVOSTE CAMPILLAY,PDC,13,"10,57%",METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,120M
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,14,"11,38%",METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,120M
13,5. EDUARDO ARTES BRICHETTI,UPA,3,"2,44%",METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,120M
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,15,"12,20%",METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,120M
19,7. FRANCO PARISI FERNANDEZ,PDG,19,"15,45%",METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,120M
22,Válidamente Emitidos,123,"99,19%",,METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,120M
23,Votos Nulos,0,"0,00%",,METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,120M
24,Votos en Blanco,1,"0,81%",,METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,120M
25,Total Votación,124,"100,00%",,METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,120M
1,1. GABRIEL BORIC FONT,CS,38,"29,23%",METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,121M
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,29,"22,31%",METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,121M
7,3. YASNA PROVOSTE CAMPILLAY,PDC,8,"6,15%",METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,121M
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,9,"6,92%",METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,121M
13,5. EDUARDO ARTES BRICHETTI,UPA,4,"3,08%",METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,121M
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,24,"18,46%",METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,121M
19,7. FRANCO PARISI FERNANDEZ,PDG,18,"13,85%",METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,121M
22,Válidamente Emitidos,130,"99,24%",,METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,121M
23,Votos Nulos,0,"0,00%",,METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,121M
24,Votos en Blanco,1,"0,76%",,METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,121M
25,Total Votación,131,"100,00%",,METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,121M
1,1. GABRIEL BORIC FONT,CS,33,"27,27%",METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,122M
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,22,"18,18%",METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,122M
7,3. YASNA PROVOSTE CAMPILLAY,PDC,15,"12,40%",METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,122M
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,11,"9,09%",METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,122M
13,5. EDUARDO ARTES BRICHETTI,UPA,2,"1,65%",METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,122M
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,19,"15,70%",METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,122M
19,7. FRANCO PARISI FERNANDEZ,PDG,19,"15,70%",METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,122M
22,Válidamente Emitidos,121,"100,00%",,METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,122M
23,Votos Nulos,0,"0,00%",,METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,122M
24,Votos en Blanco,0,"0,00%",,METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,122M
25,Total Votación,121,"100,00%",,METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,122M
1,1. GABRIEL BORIC FONT,CS,49,"35,51%",METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,123M
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,23,"16,67%",METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,123M
7,3. YASNA PROVOSTE CAMPILLAY,PDC,14,"10,14%",METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,123M
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,10,"7,25%",METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,123M
13,5. EDUARDO ARTES BRICHETTI,UPA,3,"2,17%",METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,123M
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,21,"15,22%",METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,123M
19,7. FRANCO PARISI FERNANDEZ,PDG,18,"13,04%",METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,123M
22,Válidamente Emitidos,138,"100,00%",,METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,123M
23,Votos Nulos,0,"0,00%",,METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,123M
24,Votos en Blanco,0,"0,00%",,METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,123M
25,Total Votación,138,"100,00%",,METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,123M
1,1. GABRIEL BORIC FONT,CS,37,"24,34%",METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,124M
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,19,"12,50%",METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,124M
7,3. YASNA PROVOSTE CAMPILLAY,PDC,19,"12,50%",METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,124M
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,19,"12,50%",METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,124M
13,5. EDUARDO ARTES BRICHETTI,UPA,6,"3,95%",METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,124M
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,31,"20,39%",METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,124M
19,7. FRANCO PARISI FERNANDEZ,PDG,21,"13,82%",METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,124M
22,Válidamente Emitidos,152,"98,70%",,METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,124M
23,Votos Nulos,1,"0,65%",,METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,124M
24,Votos en Blanco,1,"0,65%",,METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,124M
25,Total Votación,154,"100,00%",,METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,124M
1,1. GABRIEL BORIC FONT,CS,37,"27,01%",METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,125M
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,27,"19,71%",METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,125M
7,3. YASNA PROVOSTE CAMPILLAY,PDC,10,"7,30%",METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,125M
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,17,"12,41%",METROPOLITANA DE SANTIAGO,DISTRITO 9,CERRO NAVIA,CERRO NAVIA,ESCUELA ALIANZA LOCAL: 1,125M
