,Nombre de los Candidatos,Votos,Porcentaje,Electo,Region,Distrito,Comuna,Lista Electoral,Local,Mesa
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,4,"3,60%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,3V
19,7. FRANCO PARISI FERNANDEZ,PDG,11,"9,91%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,3V
22,Válidamente Emitidos,111,"98,23%",,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,3V
23,Votos Nulos,1,"0,88%",,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,3V
24,Votos en Blanco,1,"0,88%",,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,3V
25,Total Votación,113,"100,00%",,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,3V
1,1. GABRIEL BORIC FONT,CS,26,"20,63%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,4V
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,31,"24,60%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,4V
7,3. YASNA PROVOSTE CAMPILLAY,PDC,21,"16,67%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,4V
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,26,"20,63%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,4V
13,5. EDUARDO ARTES BRICHETTI,UPA,1,"0,79%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,4V
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,10,"7,94%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,4V
19,7. FRANCO PARISI FERNANDEZ,PDG,11,"8,73%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,4V
22,Válidamente Emitidos,126,"99,21%",,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,4V
23,Votos Nulos,0,"0,00%",,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,4V
24,Votos en Blanco,1,"0,79%",,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,4V
25,Total Votación,127,"100,00%",,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,4V
1,1. GABRIEL BORIC FONT,CS,20,"17,24%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,5V
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,40,"34,48%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,5V
7,3. YASNA PROVOSTE CAMPILLAY,PDC,21,"18,10%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,5V
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,13,"11,21%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,5V
13,5. EDUARDO ARTES BRICHETTI,UPA,2,"1,72%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,5V
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,9,"7,76%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,5V
19,7. FRANCO PARISI FERNANDEZ,PDG,11,"9,48%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,5V
22,Válidamente Emitidos,116,"98,31%",,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,5V
23,Votos Nulos,1,"0,85%",,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,5V
24,Votos en Blanco,1,"0,85%",,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,5V
25,Total Votación,118,"100,00%",,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,5V
1,1. GABRIEL BORIC FONT,CS,21,"19,27%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,6V
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,36,"33,03%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,6V
7,3. YASNA PROVOSTE CAMPILLAY,PDC,19,"17,43%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,6V
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,15,"13,76%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,6V
13,5. EDUARDO ARTES BRICHETTI,UPA,1,"0,92%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,6V
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,7,"6,42%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,6V
19,7. FRANCO PARISI FERNANDEZ,PDG,10,"9,17%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,6V
22,Válidamente Emitidos,109,"100,00%",,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,6V
23,Votos Nulos,0,"0,00%",,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,6V
24,Votos en Blanco,0,"0,00%",,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,6V
25,Total Votación,109,"100,00%",,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,6V
1,1. GABRIEL BORIC FONT,CS,22,"17,89%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,7V
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,31,"25,20%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,7V
7,3. YASNA PROVOSTE CAMPILLAY,PDC,29,"23,58%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,7V
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,24,"19,51%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,7V
13,5. EDUARDO ARTES BRICHETTI,UPA,0,"0,00%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,7V
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,9,"7,32%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,7V
19,7. FRANCO PARISI FERNANDEZ,PDG,8,"6,50%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,7V
22,Válidamente Emitidos,123,"99,19%",,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,7V
23,Votos Nulos,0,"0,00%",,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,7V
24,Votos en Blanco,1,"0,81%",,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,7V
25,Total Votación,124,"100,00%",,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,7V
1,1. GABRIEL BORIC FONT,CS,26,"21,14%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,8V
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,33,"26,83%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,8V
7,3. YASNA PROVOSTE CAMPILLAY,PDC,29,"23,58%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,8V
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,13,"10,57%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,8V
13,5. EDUARDO ARTES BRICHETTI,UPA,2,"1,63%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,8V
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,8,"6,50%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,8V
19,7. FRANCO PARISI FERNANDEZ,PDG,12,"9,76%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,8V
22,Válidamente Emitidos,123,"100,00%",,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,8V
23,Votos Nulos,0,"0,00%",,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,8V
24,Votos en Blanco,0,"0,00%",,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,8V
25,Total Votación,123,"100,00%",,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,8V
1,1. GABRIEL BORIC FONT,CS,22,"19,13%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,9V
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,37,"32,17%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,9V
7,3. YASNA PROVOSTE CAMPILLAY,PDC,23,"20,00%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,9V
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,15,"13,04%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,9V
13,5. EDUARDO ARTES BRICHETTI,UPA,1,"0,87%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,9V
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,7,"6,09%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,9V
19,7. FRANCO PARISI FERNANDEZ,PDG,10,"8,70%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,9V
22,Válidamente Emitidos,115,"98,29%",,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,9V
23,Votos Nulos,1,"0,85%",,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,9V
24,Votos en Blanco,1,"0,85%",,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,9V
25,Total Votación,117,"100,00%",,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,9V
1,1. GABRIEL BORIC FONT,CS,18,"16,51%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,10V
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,32,"29,36%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,10V
7,3. YASNA PROVOSTE CAMPILLAY,PDC,31,"28,44%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,10V
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,11,"10,09%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,10V
13,5. EDUARDO ARTES BRICHETTI,UPA,1,"0,92%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,10V
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,10,"9,17%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,10V
19,7. FRANCO PARISI FERNANDEZ,PDG,6,"5,50%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,10V
22,Válidamente Emitidos,109,"95,61%",,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,10V
23,Votos Nulos,2,"1,75%",,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,10V
24,Votos en Blanco,3,"2,63%",,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,10V
25,Total Votación,114,"100,00%",,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,10V
1,1. GABRIEL BORIC FONT,CS,21,"19,44%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,11V
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,30,"27,78%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,11V
7,3. YASNA PROVOSTE CAMPILLAY,PDC,22,"20,37%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,11V
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,16,"14,81%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,11V
13,5. EDUARDO ARTES BRICHETTI,UPA,2,"1,85%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,11V
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,3,"2,78%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,11V
19,7. FRANCO PARISI FERNANDEZ,PDG,14,"12,96%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,11V
22,Válidamente Emitidos,108,"97,30%",,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,11V
23,Votos Nulos,1,"0,90%",,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,11V
24,Votos en Blanco,2,"1,80%",,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,11V
25,Total Votación,111,"100,00%",,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,11V
1,1. GABRIEL BORIC FONT,CS,21,"17,21%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,12V
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,33,"27,05%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,12V
7,3. YASNA PROVOSTE CAMPILLAY,PDC,20,"16,39%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,12V
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,20,"16,39%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,12V
13,5. EDUARDO ARTES BRICHETTI,UPA,3,"2,46%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,12V
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,3,"2,46%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,12V
19,7. FRANCO PARISI FERNANDEZ,PDG,22,"18,03%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,12V
22,Válidamente Emitidos,122,"98,39%",,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,12V
23,Votos Nulos,2,"1,61%",,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 16,CHEPICA,CHEPICA,COLEGIO BASICO DE CHEPICA,12V
