,Nombre de los Candidatos,Votos,Porcentaje,Electo,Region,Distrito,Comuna,Lista Electoral,Local,Mesa
1,1. GABRIEL BORIC FONT,CS,47,"31,97%",DE VALPARAISO,DISTRITO 6,CABILDO,CABILDO,ESCUELA BASICA ARAUCARIA,13V
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,25,"17,01%",DE VALPARAISO,DISTRITO 6,CABILDO,CABILDO,ESCUELA BASICA ARAUCARIA,13V
7,3. YASNA PROVOSTE CAMPILLAY,PDC,25,"17,01%",DE VALPARAISO,DISTRITO 6,CABILDO,CABILDO,ESCUELA BASICA ARAUCARIA,13V
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,11,"7,48%",DE VALPARAISO,DISTRITO 6,CABILDO,CABILDO,ESCUELA BASICA ARAUCARIA,13V
13,5. EDUARDO ARTES BRICHETTI,UPA,2,"1,36%",DE VALPARAISO,DISTRITO 6,CABILDO,CABILDO,ESCUELA BASICA ARAUCARIA,13V
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,16,"10,88%",DE VALPARAISO,DISTRITO 6,CABILDO,CABILDO,ESCUELA BASICA ARAUCARIA,13V
19,7. FRANCO PARISI FERNANDEZ,PDG,21,"14,29%",DE VALPARAISO,DISTRITO 6,CABILDO,CABILDO,ESCUELA BASICA ARAUCARIA,13V
22,Válidamente Emitidos,147,"99,32%",,DE VALPARAISO,DISTRITO 6,CABILDO,CABILDO,ESCUELA BASICA ARAUCARIA,13V
23,Votos Nulos,0,"0,00%",,DE VALPARAISO,DISTRITO 6,CABILDO,CABILDO,ESCUELA BASICA ARAUCARIA,13V
24,Votos en Blanco,1,"0,68%",,DE VALPARAISO,DISTRITO 6,CABILDO,CABILDO,ESCUELA BASICA ARAUCARIA,13V
25,Total Votación,148,"100,00%",,DE VALPARAISO,DISTRITO 6,CABILDO,CABILDO,ESCUELA BASICA ARAUCARIA,13V
1,1. GABRIEL BORIC FONT,CS,56,"36,84%",DE VALPARAISO,DISTRITO 6,CABILDO,CABILDO,ESCUELA BASICA ARAUCARIA,14V
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,24,"15,79%",DE VALPARAISO,DISTRITO 6,CABILDO,CABILDO,ESCUELA BASICA ARAUCARIA,14V
7,3. YASNA PROVOSTE CAMPILLAY,PDC,29,"19,08%",DE VALPARAISO,DISTRITO 6,CABILDO,CABILDO,ESCUELA BASICA ARAUCARIA,14V
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,9,"5,92%",DE VALPARAISO,DISTRITO 6,CABILDO,CABILDO,ESCUELA BASICA ARAUCARIA,14V
13,5. EDUARDO ARTES BRICHETTI,UPA,2,"1,32%",DE VALPARAISO,DISTRITO 6,CABILDO,CABILDO,ESCUELA BASICA ARAUCARIA,14V
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,7,"4,61%",DE VALPARAISO,DISTRITO 6,CABILDO,CABILDO,ESCUELA BASICA ARAUCARIA,14V
19,7. FRANCO PARISI FERNANDEZ,PDG,25,"16,45%",DE VALPARAISO,DISTRITO 6,CABILDO,CABILDO,ESCUELA BASICA ARAUCARIA,14V
22,Válidamente Emitidos,152,"100,00%",,DE VALPARAISO,DISTRITO 6,CABILDO,CABILDO,ESCUELA BASICA ARAUCARIA,14V
23,Votos Nulos,0,"0,00%",,DE VALPARAISO,DISTRITO 6,CABILDO,CABILDO,ESCUELA BASICA ARAUCARIA,14V
24,Votos en Blanco,0,"0,00%",,DE VALPARAISO,DISTRITO 6,CABILDO,CABILDO,ESCUELA BASICA ARAUCARIA,14V
25,Total Votación,152,"100,00%",,DE VALPARAISO,DISTRITO 6,CABILDO,CABILDO,ESCUELA BASICA ARAUCARIA,14V
1,1. GABRIEL BORIC FONT,CS,42,"30,43%",DE VALPARAISO,DISTRITO 6,CABILDO,CABILDO,ESCUELA BASICA ARAUCARIA,15V
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,30,"21,74%",DE VALPARAISO,DISTRITO 6,CABILDO,CABILDO,ESCUELA BASICA ARAUCARIA,15V
7,3. YASNA PROVOSTE CAMPILLAY,PDC,22,"15,94%",DE VALPARAISO,DISTRITO 6,CABILDO,CABILDO,ESCUELA BASICA ARAUCARIA,15V
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,8,"5,80%",DE VALPARAISO,DISTRITO 6,CABILDO,CABILDO,ESCUELA BASICA ARAUCARIA,15V
13,5. EDUARDO ARTES BRICHETTI,UPA,1,"0,72%",DE VALPARAISO,DISTRITO 6,CABILDO,CABILDO,ESCUELA BASICA ARAUCARIA,15V
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,12,"8,70%",DE VALPARAISO,DISTRITO 6,CABILDO,CABILDO,ESCUELA BASICA ARAUCARIA,15V
19,7. FRANCO PARISI FERNANDEZ,PDG,23,"16,67%",DE VALPARAISO,DISTRITO 6,CABILDO,CABILDO,ESCUELA BASICA ARAUCARIA,15V
22,Válidamente Emitidos,138,"99,28%",,DE VALPARAISO,DISTRITO 6,CABILDO,CABILDO,ESCUELA BASICA ARAUCARIA,15V
23,Votos Nulos,1,"0,72%",,DE VALPARAISO,DISTRITO 6,CABILDO,CABILDO,ESCUELA BASICA ARAUCARIA,15V
24,Votos en Blanco,0,"0,00%",,DE VALPARAISO,DISTRITO 6,CABILDO,CABILDO,ESCUELA BASICA ARAUCARIA,15V
25,Total Votación,139,"100,00%",,DE VALPARAISO,DISTRITO 6,CABILDO,CABILDO,ESCUELA BASICA ARAUCARIA,15V
1,1. GABRIEL BORIC FONT,CS,49,"33,11%",DE VALPARAISO,DISTRITO 6,CABILDO,CABILDO,ESCUELA BASICA ARAUCARIA,16V
