,Nombre de los Candidatos,Votos,Porcentaje,Electo,Region,Distrito,Comuna,Lista Electoral,Local,Mesa
19,7. FRANCO PARISI FERNANDEZ,PDG,10,"6,71%",DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,5V-6V-7V
22,Válidamente Emitidos,149,"98,03%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,5V-6V-7V
23,Votos Nulos,2,"1,32%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,5V-6V-7V
24,Votos en Blanco,1,"0,66%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,5V-6V-7V
25,Total Votación,152,"100,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,5V-6V-7V
1,1. GABRIEL BORIC FONT,CS,30,"18,75%",DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,8V-9V
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,94,"58,75%",DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,8V-9V
7,3. YASNA PROVOSTE CAMPILLAY,PDC,9,"5,62%",DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,8V-9V
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,10,"6,25%",DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,8V-9V
13,5. EDUARDO ARTES BRICHETTI,UPA,1,"0,62%",DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,8V-9V
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,4,"2,50%",DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,8V-9V
19,7. FRANCO PARISI FERNANDEZ,PDG,12,"7,50%",DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,8V-9V
22,Válidamente Emitidos,160,"99,38%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,8V-9V
23,Votos Nulos,1,"0,62%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,8V-9V
24,Votos en Blanco,0,"0,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,8V-9V
25,Total Votación,161,"100,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,8V-9V
1,1. GABRIEL BORIC FONT,CS,29,"21,80%",DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,10V-11V
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,59,"44,36%",DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,10V-11V
7,3. YASNA PROVOSTE CAMPILLAY,PDC,9,"6,77%",DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,10V-11V
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,10,"7,52%",DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,10V-11V
13,5. EDUARDO ARTES BRICHETTI,UPA,4,"3,01%",DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,10V-11V
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,6,"4,51%",DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,10V-11V
19,7. FRANCO PARISI FERNANDEZ,PDG,16,"12,03%",DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,10V-11V
22,Válidamente Emitidos,133,"98,52%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,10V-11V
23,Votos Nulos,1,"0,74%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,10V-11V
24,Votos en Blanco,1,"0,74%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,10V-11V
25,Total Votación,135,"100,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,10V-11V
1,1. GABRIEL BORIC FONT,CS,27,"22,31%",DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,LAGUNA BLANCA,LAGUNA BLANCA,ESCUELA DIEGO PORTALES,1M-2M-4V
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,41,"33,88%",DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,LAGUNA BLANCA,LAGUNA BLANCA,ESCUELA DIEGO PORTALES,1M-2M-4V
7,3. YASNA PROVOSTE CAMPILLAY,PDC,17,"14,05%",DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,LAGUNA BLANCA,LAGUNA BLANCA,ESCUELA DIEGO PORTALES,1M-2M-4V
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,11,"9,09%",DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,LAGUNA BLANCA,LAGUNA BLANCA,ESCUELA DIEGO PORTALES,1M-2M-4V
13,5. EDUARDO ARTES BRICHETTI,UPA,0,"0,00%",DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,LAGUNA BLANCA,LAGUNA BLANCA,ESCUELA DIEGO PORTALES,1M-2M-4V
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,10,"8,26%",DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,LAGUNA BLANCA,LAGUNA BLANCA,ESCUELA DIEGO PORTALES,1M-2M-4V
19,7. FRANCO PARISI FERNANDEZ,PDG,15,"12,40%",DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,LAGUNA BLANCA,LAGUNA BLANCA,ESCUELA DIEGO PORTALES,1M-2M-4V
22,Válidamente Emitidos,121,"99,18%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,LAGUNA BLANCA,LAGUNA BLANCA,ESCUELA DIEGO PORTALES,1M-2M-4V
23,Votos Nulos,1,"0,82%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,LAGUNA BLANCA,LAGUNA BLANCA,ESCUELA DIEGO PORTALES,1M-2M-4V
24,Votos en Blanco,,"0,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,LAGUNA BLANCA,LAGUNA BLANCA,ESCUELA DIEGO PORTALES,1M-2M-4V
25,Total Votación,122,"100,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,LAGUNA BLANCA,LAGUNA BLANCA,ESCUELA DIEGO PORTALES,1M-2M-4V
1,1. GABRIEL BORIC FONT,CS,22,"20,00%",DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,LAGUNA BLANCA,LAGUNA BLANCA,ESCUELA DIEGO PORTALES,1V-2V-3V
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,45,"40,91%",DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,LAGUNA BLANCA,LAGUNA BLANCA,ESCUELA DIEGO PORTALES,1V-2V-3V
7,3. YASNA PROVOSTE CAMPILLAY,PDC,13,"11,82%",DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,LAGUNA BLANCA,LAGUNA BLANCA,ESCUELA DIEGO PORTALES,1V-2V-3V
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,9,"8,18%",DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,LAGUNA BLANCA,LAGUNA BLANCA,ESCUELA DIEGO PORTALES,1V-2V-3V
13,5. EDUARDO ARTES BRICHETTI,UPA,3,"2,73%",DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,LAGUNA BLANCA,LAGUNA BLANCA,ESCUELA DIEGO PORTALES,1V-2V-3V
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,12,"10,91%",DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,LAGUNA BLANCA,LAGUNA BLANCA,ESCUELA DIEGO PORTALES,1V-2V-3V
19,7. FRANCO PARISI FERNANDEZ,PDG,6,"5,45%",DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,LAGUNA BLANCA,LAGUNA BLANCA,ESCUELA DIEGO PORTALES,1V-2V-3V
22,Válidamente Emitidos,110,"100,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,LAGUNA BLANCA,LAGUNA BLANCA,ESCUELA DIEGO PORTALES,1V-2V-3V
23,Votos Nulos,0,"0,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,LAGUNA BLANCA,LAGUNA BLANCA,ESCUELA DIEGO PORTALES,1V-2V-3V
24,Votos en Blanco,0,"0,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,LAGUNA BLANCA,LAGUNA BLANCA,ESCUELA DIEGO PORTALES,1V-2V-3V
25,Total Votación,110,"100,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,LAGUNA BLANCA,LAGUNA BLANCA,ESCUELA DIEGO PORTALES,1V-2V-3V
1,1. GABRIEL BORIC FONT,CS,8,"11,27%",DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,LAGUNA BLANCA,LAGUNA BLANCA,ESCUELA DIEGO PORTALES,5-6
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,48,"67,61%",DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,LAGUNA BLANCA,LAGUNA BLANCA,ESCUELA DIEGO PORTALES,5-6
7,3. YASNA PROVOSTE CAMPILLAY,PDC,3,"4,23%",DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,LAGUNA BLANCA,LAGUNA BLANCA,ESCUELA DIEGO PORTALES,5-6
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,4,"5,63%",DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,LAGUNA BLANCA,LAGUNA BLANCA,ESCUELA DIEGO PORTALES,5-6
13,5. EDUARDO ARTES BRICHETTI,UPA,0,"0,00%",DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,LAGUNA BLANCA,LAGUNA BLANCA,ESCUELA DIEGO PORTALES,5-6
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,4,"5,63%",DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,LAGUNA BLANCA,LAGUNA BLANCA,ESCUELA DIEGO PORTALES,5-6
19,7. FRANCO PARISI FERNANDEZ,PDG,4,"5,63%",DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,LAGUNA BLANCA,LAGUNA BLANCA,ESCUELA DIEGO PORTALES,5-6
