,Nombre de los Candidatos,Votos,Porcentaje,Electo,Region,Distrito,Comuna,Lista Electoral,Local,Mesa
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,20,"15,38%",DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,31V
13,5. EDUARDO ARTES BRICHETTI,UPA,0,"0,00%",DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,31V
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,6,"4,62%",DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,31V
19,7. FRANCO PARISI FERNANDEZ,PDG,20,"15,38%",DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,31V
22,Válidamente Emitidos,130,"100,00%",,DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,31V
23,Votos Nulos,0,"0,00%",,DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,31V
24,Votos en Blanco,0,"0,00%",,DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,31V
25,Total Votación,130,"100,00%",,DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,31V
1,1. GABRIEL BORIC FONT,CS,33,"25,19%",DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,32V
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,26,"19,85%",DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,32V
7,3. YASNA PROVOSTE CAMPILLAY,PDC,12,"9,16%",DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,32V
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,20,"15,27%",DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,32V
13,5. EDUARDO ARTES BRICHETTI,UPA,1,"0,76%",DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,32V
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,15,"11,45%",DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,32V
19,7. FRANCO PARISI FERNANDEZ,PDG,24,"18,32%",DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,32V
22,Válidamente Emitidos,131,"98,50%",,DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,32V
23,Votos Nulos,0,"0,00%",,DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,32V
24,Votos en Blanco,2,"1,50%",,DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,32V
25,Total Votación,133,"100,00%",,DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,32V
1,1. GABRIEL BORIC FONT,CS,37,"25,69%",DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,33V
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,41,"28,47%",DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,33V
7,3. YASNA PROVOSTE CAMPILLAY,PDC,21,"14,58%",DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,33V
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,9,"6,25%",DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,33V
13,5. EDUARDO ARTES BRICHETTI,UPA,2,"1,39%",DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,33V
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,13,"9,03%",DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,33V
19,7. FRANCO PARISI FERNANDEZ,PDG,21,"14,58%",DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,33V
22,Válidamente Emitidos,144,"97,30%",,DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,33V
23,Votos Nulos,2,"1,35%",,DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,33V
24,Votos en Blanco,2,"1,35%",,DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,33V
25,Total Votación,148,"100,00%",,DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,33V
1,1. GABRIEL BORIC FONT,CS,25,"18,66%",DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,34V
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,44,"32,84%",DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,34V
7,3. YASNA PROVOSTE CAMPILLAY,PDC,16,"11,94%",DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,34V
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,19,"14,18%",DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,34V
13,5. EDUARDO ARTES BRICHETTI,UPA,2,"1,49%",DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,34V
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,9,"6,72%",DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,34V
19,7. FRANCO PARISI FERNANDEZ,PDG,19,"14,18%",DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,34V
22,Válidamente Emitidos,134,"100,00%",,DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,34V
23,Votos Nulos,0,"0,00%",,DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,34V
24,Votos en Blanco,0,"0,00%",,DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,34V
25,Total Votación,134,"100,00%",,DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,34V
1,1. GABRIEL BORIC FONT,CS,36,"28,12%",DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,35V
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,32,"25,00%",DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,35V
7,3. YASNA PROVOSTE CAMPILLAY,PDC,17,"13,28%",DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,35V
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,12,"9,38%",DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,35V
13,5. EDUARDO ARTES BRICHETTI,UPA,2,"1,56%",DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,35V
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,5,"3,91%",DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,35V
19,7. FRANCO PARISI FERNANDEZ,PDG,24,"18,75%",DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,35V
22,Válidamente Emitidos,128,"99,22%",,DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,35V
23,Votos Nulos,0,"0,00%",,DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,35V
24,Votos en Blanco,1,"0,78%",,DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,35V
25,Total Votación,129,"100,00%",,DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,35V
1,1. GABRIEL BORIC FONT,CS,32,"20,78%",DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,36V
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,44,"28,57%",DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,36V
7,3. YASNA PROVOSTE CAMPILLAY,PDC,25,"16,23%",DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,36V
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,15,"9,74%",DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,36V
13,5. EDUARDO ARTES BRICHETTI,UPA,0,"0,00%",DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,36V
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,10,"6,49%",DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,36V
19,7. FRANCO PARISI FERNANDEZ,PDG,28,"18,18%",DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,36V
22,Válidamente Emitidos,154,"98,72%",,DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,36V
23,Votos Nulos,2,"1,28%",,DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,36V
24,Votos en Blanco,0,"0,00%",,DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,36V
25,Total Votación,156,"100,00%",,DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,36V
1,1. GABRIEL BORIC FONT,CS,31,"25,41%",DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,37V
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,45,"36,89%",DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,37V
7,3. YASNA PROVOSTE CAMPILLAY,PDC,13,"10,66%",DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,37V
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,10,"8,20%",DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,37V
13,5. EDUARDO ARTES BRICHETTI,UPA,1,"0,82%",DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,37V
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,9,"7,38%",DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,37V
19,7. FRANCO PARISI FERNANDEZ,PDG,13,"10,66%",DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,37V
22,Válidamente Emitidos,122,"98,39%",,DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,37V
23,Votos Nulos,1,"0,81%",,DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,37V
24,Votos en Blanco,1,"0,81%",,DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,37V
25,Total Votación,124,"100,00%",,DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,37V
1,1. GABRIEL BORIC FONT,CS,32,"20,00%",DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,38V
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,46,"28,75%",DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,38V
7,3. YASNA PROVOSTE CAMPILLAY,PDC,21,"13,12%",DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,38V
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,19,"11,88%",DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,38V
13,5. EDUARDO ARTES BRICHETTI,UPA,3,"1,88%",DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,38V
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,9,"5,62%",DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,38V
19,7. FRANCO PARISI FERNANDEZ,PDG,30,"18,75%",DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,38V
22,Válidamente Emitidos,160,"99,38%",,DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,38V
23,Votos Nulos,1,"0,62%",,DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,38V
24,Votos en Blanco,0,"0,00%",,DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,38V
25,Total Votación,161,"100,00%",,DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,38V
1,1. GABRIEL BORIC FONT,CS,37,"28,68%",DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,39V
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,33,"25,58%",DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,39V
7,3. YASNA PROVOSTE CAMPILLAY,PDC,21,"16,28%",DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,39V
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,9,"6,98%",DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,39V
13,5. EDUARDO ARTES BRICHETTI,UPA,3,"2,33%",DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,39V
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,5,"3,88%",DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,39V
19,7. FRANCO PARISI FERNANDEZ,PDG,21,"16,28%",DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,39V
22,Válidamente Emitidos,129,"97,73%",,DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,39V
23,Votos Nulos,1,"0,76%",,DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,39V
24,Votos en Blanco,2,"1,52%",,DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,39V
25,Total Votación,132,"100,00%",,DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,39V
1,1. GABRIEL BORIC FONT,CS,49,"33,56%",DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,40V
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,35,"23,97%",DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,40V
7,3. YASNA PROVOSTE CAMPILLAY,PDC,17,"11,64%",DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,40V
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,10,"6,85%",DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,40V
13,5. EDUARDO ARTES BRICHETTI,UPA,4,"2,74%",DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,40V
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,3,"2,05%",DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,40V
19,7. FRANCO PARISI FERNANDEZ,PDG,28,"19,18%",DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,40V
22,Válidamente Emitidos,146,"97,99%",,DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,40V
23,Votos Nulos,2,"1,34%",,DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,40V
24,Votos en Blanco,1,"0,67%",,DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,40V
25,Total Votación,149,"100,00%",,DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,40V
1,1. GABRIEL BORIC FONT,CS,44,"27,85%",DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,41V
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,45,"28,48%",DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,41V
7,3. YASNA PROVOSTE CAMPILLAY,PDC,16,"10,13%",DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,41V
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,13,"8,23%",DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,41V
13,5. EDUARDO ARTES BRICHETTI,UPA,3,"1,90%",DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,41V
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,11,"6,96%",DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,41V
19,7. FRANCO PARISI FERNANDEZ,PDG,26,"16,46%",DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,41V
22,Válidamente Emitidos,158,"98,75%",,DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,41V
23,Votos Nulos,1,"0,62%",,DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,41V
24,Votos en Blanco,1,"0,62%",,DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,41V
25,Total Votación,160,"100,00%",,DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,41V
1,1. GABRIEL BORIC FONT,CS,30,"24,79%",DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,42V
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,33,"27,27%",DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,42V
7,3. YASNA PROVOSTE CAMPILLAY,PDC,16,"13,22%",DE LOS LAGOS,DISTRITO 26,ANCUD,ANCUD,COLEGIO EL PILAR EDUCACION BASICA,42V
