,Nombre de los Candidatos,Votos,Porcentaje,Electo,Region,Distrito,Comuna,Lista Electoral,Local,Mesa
22,Válidamente Emitidos,135,"95,74%",,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,17V
23,Votos Nulos,1,"0,71%",,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,17V
24,Votos en Blanco,5,"3,55%",,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,17V
25,Total Votación,141,"100,00%",,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,17V
1,1. GABRIEL BORIC FONT,CS,26,"20,16%",DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,18V
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,29,"22,48%",DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,18V
7,3. YASNA PROVOSTE CAMPILLAY,PDC,15,"11,63%",DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,18V
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,13,"10,08%",DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,18V
13,5. EDUARDO ARTES BRICHETTI,UPA,6,"4,65%",DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,18V
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,3,"2,33%",DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,18V
19,7. FRANCO PARISI FERNANDEZ,PDG,37,"28,68%",DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,18V
22,Válidamente Emitidos,129,"96,99%",,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,18V
23,Votos Nulos,2,"1,50%",,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,18V
24,Votos en Blanco,2,"1,50%",,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,18V
25,Total Votación,133,"100,00%",,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,18V
1,1. GABRIEL BORIC FONT,CS,30,"27,27%",DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,19V
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,30,"27,27%",DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,19V
7,3. YASNA PROVOSTE CAMPILLAY,PDC,12,"10,91%",DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,19V
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,4,"3,64%",DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,19V
13,5. EDUARDO ARTES BRICHETTI,UPA,1,"0,91%",DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,19V
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,5,"4,55%",DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,19V
19,7. FRANCO PARISI FERNANDEZ,PDG,28,"25,45%",DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,19V
22,Válidamente Emitidos,110,"99,10%",,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,19V
23,Votos Nulos,1,"0,90%",,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,19V
24,Votos en Blanco,0,"0,00%",,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,19V
25,Total Votación,111,"100,00%",,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,19V
1,1. GABRIEL BORIC FONT,CS,30,"23,26%",DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,20V
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,39,"30,23%",DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,20V
7,3. YASNA PROVOSTE CAMPILLAY,PDC,21,"16,28%",DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,20V
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,8,"6,20%",DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,20V
13,5. EDUARDO ARTES BRICHETTI,UPA,2,"1,55%",DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,20V
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,4,"3,10%",DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,20V
19,7. FRANCO PARISI FERNANDEZ,PDG,25,"19,38%",DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,20V
22,Válidamente Emitidos,129,"100,00%",,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,20V
23,Votos Nulos,0,"0,00%",,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,20V
24,Votos en Blanco,0,"0,00%",,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,20V
25,Total Votación,129,"100,00%",,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,20V
1,1. GABRIEL BORIC FONT,CS,32,"23,70%",DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,21V
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,46,"34,07%",DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,21V
7,3. YASNA PROVOSTE CAMPILLAY,PDC,14,"10,37%",DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,21V
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,12,"8,89%",DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,21V
13,5. EDUARDO ARTES BRICHETTI,UPA,1,"0,74%",DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,21V
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,10,"7,41%",DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,21V
19,7. FRANCO PARISI FERNANDEZ,PDG,20,"14,81%",DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,21V
22,Válidamente Emitidos,135,"99,26%",,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,21V
23,Votos Nulos,0,"0,00%",,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,21V
24,Votos en Blanco,1,"0,74%",,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,21V
25,Total Votación,136,"100,00%",,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,21V
1,1. GABRIEL BORIC FONT,CS,42,"28,57%",DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,22V
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,37,"25,17%",DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,22V
7,3. YASNA PROVOSTE CAMPILLAY,PDC,26,"17,69%",DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,22V
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,4,"2,72%",DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,22V
13,5. EDUARDO ARTES BRICHETTI,UPA,3,"2,04%",DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,22V
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,7,"4,76%",DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,22V
19,7. FRANCO PARISI FERNANDEZ,PDG,28,"19,05%",DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,22V
22,Válidamente Emitidos,147,"98,66%",,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,22V
23,Votos Nulos,0,"0,00%",,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,22V
24,Votos en Blanco,2,"1,34%",,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,22V
25,Total Votación,149,"100,00%",,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,22V
1,1. GABRIEL BORIC FONT,CS,42,"32,31%",DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,23V
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,35,"26,92%",DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,23V
7,3. YASNA PROVOSTE CAMPILLAY,PDC,11,"8,46%",DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,23V
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,6,"4,62%",DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,23V
13,5. EDUARDO ARTES BRICHETTI,UPA,0,"0,00%",DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,23V
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,5,"3,85%",DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,23V
19,7. FRANCO PARISI FERNANDEZ,PDG,31,"23,85%",DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,23V
22,Válidamente Emitidos,130,"98,48%",,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,23V
23,Votos Nulos,2,"1,52%",,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,23V
24,Votos en Blanco,0,"0,00%",,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,23V
25,Total Votación,132,"100,00%",,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,23V
1,1. GABRIEL BORIC FONT,CS,46,"34,07%",DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,24V
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,35,"25,93%",DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,24V
7,3. YASNA PROVOSTE CAMPILLAY,PDC,9,"6,67%",DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,24V
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,7,"5,19%",DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,24V
13,5. EDUARDO ARTES BRICHETTI,UPA,1,"0,74%",DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,24V
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,11,"8,15%",DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,24V
19,7. FRANCO PARISI FERNANDEZ,PDG,26,"19,26%",DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,24V
22,Válidamente Emitidos,135,"97,83%",,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,24V
23,Votos Nulos,2,"1,45%",,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,24V
24,Votos en Blanco,1,"0,72%",,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,24V
25,Total Votación,138,"100,00%",,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,24V
1,1. GABRIEL BORIC FONT,CS,31,"24,80%",DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,25V
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,39,"31,20%",DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,25V
7,3. YASNA PROVOSTE CAMPILLAY,PDC,10,"8,00%",DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,25V
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,7,"5,60%",DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,25V
13,5. EDUARDO ARTES BRICHETTI,UPA,3,"2,40%",DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,25V
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,8,"6,40%",DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,25V
19,7. FRANCO PARISI FERNANDEZ,PDG,27,"21,60%",DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,25V
22,Válidamente Emitidos,125,"99,21%",,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,25V
23,Votos Nulos,0,"0,00%",,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,25V
24,Votos en Blanco,1,"0,79%",,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,25V
25,Total Votación,126,"100,00%",,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,25V
1,1. GABRIEL BORIC FONT,CS,31,"25,00%",DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,26V
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,32,"25,81%",DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,26V
7,3. YASNA PROVOSTE CAMPILLAY,PDC,21,"16,94%",DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,26V
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,16,"12,90%",DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,26V
13,5. EDUARDO ARTES BRICHETTI,UPA,2,"1,61%",DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,26V
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,4,"3,23%",DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,26V
19,7. FRANCO PARISI FERNANDEZ,PDG,18,"14,52%",DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,26V
22,Válidamente Emitidos,124,"99,20%",,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,26V
23,Votos Nulos,1,"0,80%",,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,26V
24,Votos en Blanco,0,"0,00%",,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,26V
25,Total Votación,125,"100,00%",,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,26V
1,1. GABRIEL BORIC FONT,CS,43,"30,71%",DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,DISTRITO 27,AYSEN,AISEN,ESCUELA BASICA LITORAL AUSTRAL,27V
