,Nombre de los Candidatos,Votos,Porcentaje,Electo,Region,Distrito,Comuna,Lista Electoral,Local,Mesa
13,5. EDUARDO ARTES BRICHETTI,UPA,0,"0,00%",DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,24V
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,4,"2,67%",DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,24V
19,7. FRANCO PARISI FERNANDEZ,PDG,15,"10,00%",DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,24V
22,Válidamente Emitidos,150,"100,00%",,DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,24V
23,Votos Nulos,0,"0,00%",,DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,24V
24,Votos en Blanco,0,"0,00%",,DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,24V
25,Total Votación,150,"100,00%",,DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,24V
1,1. GABRIEL BORIC FONT,CS,22,"15,71%",DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,25V
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,64,"45,71%",DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,25V
7,3. YASNA PROVOSTE CAMPILLAY,PDC,27,"19,29%",DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,25V
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,3,"2,14%",DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,25V
13,5. EDUARDO ARTES BRICHETTI,UPA,1,"0,71%",DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,25V
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,8,"5,71%",DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,25V
19,7. FRANCO PARISI FERNANDEZ,PDG,15,"10,71%",DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,25V
22,Válidamente Emitidos,140,"98,59%",,DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,25V
23,Votos Nulos,1,"0,70%",,DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,25V
24,Votos en Blanco,1,"0,70%",,DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,25V
25,Total Votación,142,"100,00%",,DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,25V
1,1. GABRIEL BORIC FONT,CS,23,"14,74%",DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,26V
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,64,"41,03%",DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,26V
7,3. YASNA PROVOSTE CAMPILLAY,PDC,24,"15,38%",DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,26V
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,9,"5,77%",DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,26V
13,5. EDUARDO ARTES BRICHETTI,UPA,0,"0,00%",DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,26V
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,10,"6,41%",DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,26V
19,7. FRANCO PARISI FERNANDEZ,PDG,26,"16,67%",DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,26V
22,Válidamente Emitidos,156,"98,11%",,DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,26V
23,Votos Nulos,1,"0,63%",,DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,26V
24,Votos en Blanco,2,"1,26%",,DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,26V
25,Total Votación,159,"100,00%",,DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,26V
1,1. GABRIEL BORIC FONT,CS,24,"15,89%",DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,27V
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,59,"39,07%",DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,27V
7,3. YASNA PROVOSTE CAMPILLAY,PDC,25,"16,56%",DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,27V
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,14,"9,27%",DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,27V
13,5. EDUARDO ARTES BRICHETTI,UPA,0,"0,00%",DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,27V
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,9,"5,96%",DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,27V
19,7. FRANCO PARISI FERNANDEZ,PDG,20,"13,25%",DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,27V
22,Válidamente Emitidos,151,"99,34%",,DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,27V
23,Votos Nulos,0,"0,00%",,DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,27V
24,Votos en Blanco,1,"0,66%",,DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,27V
25,Total Votación,152,"100,00%",,DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,27V
1,1. GABRIEL BORIC FONT,CS,29,"20,00%",DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,28V
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,65,"44,83%",DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,28V
7,3. YASNA PROVOSTE CAMPILLAY,PDC,17,"11,72%",DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,28V
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,8,"5,52%",DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,28V
13,5. EDUARDO ARTES BRICHETTI,UPA,0,"0,00%",DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,28V
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,8,"5,52%",DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,28V
19,7. FRANCO PARISI FERNANDEZ,PDG,18,"12,41%",DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,28V
22,Válidamente Emitidos,145,"98,64%",,DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,28V
23,Votos Nulos,1,"0,68%",,DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,28V
24,Votos en Blanco,1,"0,68%",,DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,28V
25,Total Votación,147,"100,00%",,DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,28V
1,1. GABRIEL BORIC FONT,CS,11,"12,94%",DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,29
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,34,"40,00%",DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,29
7,3. YASNA PROVOSTE CAMPILLAY,PDC,9,"10,59%",DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,29
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,5,"5,88%",DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,29
13,5. EDUARDO ARTES BRICHETTI,UPA,3,"3,53%",DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,29
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,5,"5,88%",DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,29
19,7. FRANCO PARISI FERNANDEZ,PDG,18,"21,18%",DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,29
22,Válidamente Emitidos,85,"98,84%",,DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,29
23,Votos Nulos,1,"1,16%",,DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,29
24,Votos en Blanco,0,"0,00%",,DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,29
25,Total Votación,86,"100,00%",,DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,29
1,1. GABRIEL BORIC FONT,CS,10,"12,66%",DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,30
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,36,"45,57%",DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,30
7,3. YASNA PROVOSTE CAMPILLAY,PDC,7,"8,86%",DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,30
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,5,"6,33%",DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,30
13,5. EDUARDO ARTES BRICHETTI,UPA,3,"3,80%",DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,30
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,2,"2,53%",DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,30
19,7. FRANCO PARISI FERNANDEZ,PDG,16,"20,25%",DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,30
22,Válidamente Emitidos,79,"100,00%",,DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,30
23,Votos Nulos,0,"0,00%",,DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,30
24,Votos en Blanco,0,"0,00%",,DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,30
25,Total Votación,79,"100,00%",,DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,30
1,1. GABRIEL BORIC FONT,CS,17,"16,83%",DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,31
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,32,"31,68%",DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,31
7,3. YASNA PROVOSTE CAMPILLAY,PDC,8,"7,92%",DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,31
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,11,"10,89%",DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,31
13,5. EDUARDO ARTES BRICHETTI,UPA,1,"0,99%",DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,31
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,6,"5,94%",DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,31
19,7. FRANCO PARISI FERNANDEZ,PDG,26,"25,74%",DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,31
22,Válidamente Emitidos,101,"97,12%",,DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,31
23,Votos Nulos,2,"1,92%",,DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,31
24,Votos en Blanco,1,"0,96%",,DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,31
25,Total Votación,104,"100,00%",,DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,31
1,1. GABRIEL BORIC FONT,CS,11,"11,46%",DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,32
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,37,"38,54%",DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,32
7,3. YASNA PROVOSTE CAMPILLAY,PDC,3,"3,12%",DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,32
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,4,"4,17%",DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,32
13,5. EDUARDO ARTES BRICHETTI,UPA,2,"2,08%",DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,32
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,6,"6,25%",DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,32
19,7. FRANCO PARISI FERNANDEZ,PDG,33,"34,38%",DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,32
22,Válidamente Emitidos,96,"98,97%",,DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,32
23,Votos Nulos,0,"0,00%",,DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,32
24,Votos en Blanco,1,"1,03%",,DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,32
25,Total Votación,97,"100,00%",,DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,32
1,1. GABRIEL BORIC FONT,CS,12,"17,14%",DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,33
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,25,"35,71%",DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,33
7,3. YASNA PROVOSTE CAMPILLAY,PDC,9,"12,86%",DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,33
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,3,"4,29%",DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,33
13,5. EDUARDO ARTES BRICHETTI,UPA,2,"2,86%",DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,33
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,4,"5,71%",DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,33
19,7. FRANCO PARISI FERNANDEZ,PDG,15,"21,43%",DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,33
22,Válidamente Emitidos,70,"98,59%",,DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,33
23,Votos Nulos,0,"0,00%",,DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,33
24,Votos en Blanco,1,"1,41%",,DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,33
25,Total Votación,71,"100,00%",,DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,33
1,1. GABRIEL BORIC FONT,CS,24,"17,14%",DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,34
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,51,"36,43%",DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,34
7,3. YASNA PROVOSTE CAMPILLAY,PDC,22,"15,71%",DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,34
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,10,"7,14%",DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,34
13,5. EDUARDO ARTES BRICHETTI,UPA,2,"1,43%",DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,34
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,4,"2,86%",DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,34
19,7. FRANCO PARISI FERNANDEZ,PDG,27,"19,29%",DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,34
22,Válidamente Emitidos,140,"99,29%",,DE LA ARAUCANIA,DISTRITO 23,CARAHUE,CARAHUE,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,34
