,Nombre de los Candidatos,Votos,Porcentaje,Electo,Region,Distrito,Comuna,Lista Electoral,Local,Mesa
22,Válidamente Emitidos,163,"98,19%",,DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,23V
23,Votos Nulos,2,"1,20%",,DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,23V
24,Votos en Blanco,1,"0,60%",,DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,23V
25,Total Votación,166,"100,00%",,DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,23V
1,1. GABRIEL BORIC FONT,CS,26,"16,56%",DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,24V
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,39,"24,84%",DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,24V
7,3. YASNA PROVOSTE CAMPILLAY,PDC,31,"19,75%",DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,24V
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,15,"9,55%",DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,24V
13,5. EDUARDO ARTES BRICHETTI,UPA,2,"1,27%",DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,24V
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,11,"7,01%",DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,24V
19,7. FRANCO PARISI FERNANDEZ,PDG,33,"21,02%",DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,24V
22,Válidamente Emitidos,157,"99,37%",,DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,24V
23,Votos Nulos,1,"0,63%",,DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,24V
24,Votos en Blanco,0,"0,00%",,DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,24V
25,Total Votación,158,"100,00%",,DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,24V
1,1. GABRIEL BORIC FONT,CS,30,"19,35%",DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,25V
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,37,"23,87%",DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,25V
7,3. YASNA PROVOSTE CAMPILLAY,PDC,14,"9,03%",DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,25V
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,25,"16,13%",DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,25V
13,5. EDUARDO ARTES BRICHETTI,UPA,3,"1,94%",DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,25V
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,12,"7,74%",DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,25V
19,7. FRANCO PARISI FERNANDEZ,PDG,34,"21,94%",DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,25V
22,Válidamente Emitidos,155,"98,73%",,DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,25V
23,Votos Nulos,0,"0,00%",,DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,25V
24,Votos en Blanco,2,"1,27%",,DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,25V
25,Total Votación,157,"100,00%",,DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,25V
1,1. GABRIEL BORIC FONT,CS,32,"25,20%",DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,26V
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,27,"21,26%",DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,26V
7,3. YASNA PROVOSTE CAMPILLAY,PDC,22,"17,32%",DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,26V
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,14,"11,02%",DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,26V
13,5. EDUARDO ARTES BRICHETTI,UPA,0,"0,00%",DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,26V
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,6,"4,72%",DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,26V
19,7. FRANCO PARISI FERNANDEZ,PDG,26,"20,47%",DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,26V
22,Válidamente Emitidos,127,"96,95%",,DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,26V
23,Votos Nulos,2,"1,53%",,DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,26V
24,Votos en Blanco,2,"1,53%",,DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,26V
25,Total Votación,131,"100,00%",,DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,26V
1,1. GABRIEL BORIC FONT,CS,27,"16,46%",DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,27V
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,36,"21,95%",DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,27V
7,3. YASNA PROVOSTE CAMPILLAY,PDC,20,"12,20%",DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,27V
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,25,"15,24%",DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,27V
13,5. EDUARDO ARTES BRICHETTI,UPA,1,"0,61%",DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,27V
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,13,"7,93%",DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,27V
19,7. FRANCO PARISI FERNANDEZ,PDG,42,"25,61%",DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,27V
22,Válidamente Emitidos,164,"98,20%",,DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,27V
23,Votos Nulos,2,"1,20%",,DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,27V
24,Votos en Blanco,1,"0,60%",,DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,27V
25,Total Votación,167,"100,00%",,DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,27V
1,1. GABRIEL BORIC FONT,CS,24,"16,90%",DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,28V
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,37,"26,06%",DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,28V
7,3. YASNA PROVOSTE CAMPILLAY,PDC,23,"16,20%",DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,28V
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,14,"9,86%",DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,28V
13,5. EDUARDO ARTES BRICHETTI,UPA,3,"2,11%",DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,28V
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,6,"4,23%",DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,28V
19,7. FRANCO PARISI FERNANDEZ,PDG,35,"24,65%",DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,28V
22,Válidamente Emitidos,142,"98,61%",,DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,28V
23,Votos Nulos,0,"0,00%",,DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,28V
24,Votos en Blanco,2,"1,39%",,DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,28V
25,Total Votación,144,"100,00%",,DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,28V
1,1. GABRIEL BORIC FONT,CS,26,"18,18%",DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,29V
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,44,"30,77%",DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,29V
7,3. YASNA PROVOSTE CAMPILLAY,PDC,18,"12,59%",DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,29V
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,15,"10,49%",DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,29V
13,5. EDUARDO ARTES BRICHETTI,UPA,3,"2,10%",DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,29V
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,12,"8,39%",DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,29V
19,7. FRANCO PARISI FERNANDEZ,PDG,25,"17,48%",DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,29V
22,Válidamente Emitidos,143,"97,28%",,DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,29V
23,Votos Nulos,2,"1,36%",,DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,29V
24,Votos en Blanco,2,"1,36%",,DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,29V
25,Total Votación,147,"100,00%",,DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,29V
1,1. GABRIEL BORIC FONT,CS,31,"17,71%",DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,30V
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,43,"24,57%",DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,30V
7,3. YASNA PROVOSTE CAMPILLAY,PDC,28,"16,00%",DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,30V
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,26,"14,86%",DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,30V
13,5. EDUARDO ARTES BRICHETTI,UPA,3,"1,71%",DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,30V
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,7,"4,00%",DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,30V
19,7. FRANCO PARISI FERNANDEZ,PDG,37,"21,14%",DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,30V
22,Válidamente Emitidos,175,"98,87%",,DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,30V
23,Votos Nulos,0,"0,00%",,DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,30V
24,Votos en Blanco,2,"1,13%",,DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,30V
25,Total Votación,177,"100,00%",,DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,30V
1,1. GABRIEL BORIC FONT,CS,24,"15,00%",DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,31V
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,46,"28,75%",DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,31V
7,3. YASNA PROVOSTE CAMPILLAY,PDC,34,"21,25%",DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,31V
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,20,"12,50%",DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,31V
13,5. EDUARDO ARTES BRICHETTI,UPA,2,"1,25%",DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,31V
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,9,"5,62%",DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,31V
19,7. FRANCO PARISI FERNANDEZ,PDG,25,"15,62%",DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,31V
22,Válidamente Emitidos,160,"99,38%",,DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,31V
23,Votos Nulos,1,"0,62%",,DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,31V
24,Votos en Blanco,0,"0,00%",,DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,31V
25,Total Votación,161,"100,00%",,DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,31V
1,1. GABRIEL BORIC FONT,CS,35,"20,83%",DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,32V
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,46,"27,38%",DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,32V
7,3. YASNA PROVOSTE CAMPILLAY,PDC,27,"16,07%",DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,32V
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,15,"8,93%",DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,32V
13,5. EDUARDO ARTES BRICHETTI,UPA,3,"1,79%",DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,32V
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,7,"4,17%",DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,32V
19,7. FRANCO PARISI FERNANDEZ,PDG,35,"20,83%",DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,32V
22,Válidamente Emitidos,168,"98,82%",,DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,32V
23,Votos Nulos,1,"0,59%",,DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,32V
24,Votos en Blanco,1,"0,59%",,DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,32V
25,Total Votación,170,"100,00%",,DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,32V
1,1. GABRIEL BORIC FONT,CS,29,"20,28%",DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,33V
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,31,"21,68%",DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,33V
7,3. YASNA PROVOSTE CAMPILLAY,PDC,18,"12,59%",DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,33V
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,13,"9,09%",DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,33V
13,5. EDUARDO ARTES BRICHETTI,UPA,1,"0,70%",DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,33V
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,9,"6,29%",DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,33V
19,7. FRANCO PARISI FERNANDEZ,PDG,42,"29,37%",DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,33V
22,Válidamente Emitidos,143,"100,00%",,DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,33V
23,Votos Nulos,0,"0,00%",,DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,33V
24,Votos en Blanco,0,"0,00%",,DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,33V
25,Total Votación,143,"100,00%",,DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,33V
1,1. GABRIEL BORIC FONT,CS,21,"14,09%",DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,34V
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,31,"20,81%",DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,34V
7,3. YASNA PROVOSTE CAMPILLAY,PDC,22,"14,77%",DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,34V
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,16,"10,74%",DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,34V
13,5. EDUARDO ARTES BRICHETTI,UPA,0,"0,00%",DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,34V
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,18,"12,08%",DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,34V
19,7. FRANCO PARISI FERNANDEZ,PDG,41,"27,52%",DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,34V
22,Válidamente Emitidos,149,"98,03%",,DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,34V
23,Votos Nulos,3,"1,97%",,DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,34V
24,Votos en Blanco,0,"0,00%",,DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,34V
25,Total Votación,152,"100,00%",,DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,34V
1,1. GABRIEL BORIC FONT,CS,22,"16,42%",DEL MAULE,DISTRITO 17,CONSTITUCION,CONSTITUCION,COLEGIO SAN ALBERTO HURTADO,35V
