,Nombre de los Candidatos,Votos,Porcentaje,Electo,Region,Distrito,Comuna,Lista Electoral,Local,Mesa
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,6,"7,59%",DE ATACAMA,DISTRITO 4,ALTO DEL CARMEN,ALTO DEL CARMEN,ESCUELA RICARDO CAMPILLAY CONTRERAS,5V-6
13,5. EDUARDO ARTES BRICHETTI,UPA,1,"1,27%",DE ATACAMA,DISTRITO 4,ALTO DEL CARMEN,ALTO DEL CARMEN,ESCUELA RICARDO CAMPILLAY CONTRERAS,5V-6
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,3,"3,80%",DE ATACAMA,DISTRITO 4,ALTO DEL CARMEN,ALTO DEL CARMEN,ESCUELA RICARDO CAMPILLAY CONTRERAS,5V-6
19,7. FRANCO PARISI FERNANDEZ,PDG,16,"20,25%",DE ATACAMA,DISTRITO 4,ALTO DEL CARMEN,ALTO DEL CARMEN,ESCUELA RICARDO CAMPILLAY CONTRERAS,5V-6
22,Válidamente Emitidos,79,"98,75%",,DE ATACAMA,DISTRITO 4,ALTO DEL CARMEN,ALTO DEL CARMEN,ESCUELA RICARDO CAMPILLAY CONTRERAS,5V-6
23,Votos Nulos,1,"1,25%",,DE ATACAMA,DISTRITO 4,ALTO DEL CARMEN,ALTO DEL CARMEN,ESCUELA RICARDO CAMPILLAY CONTRERAS,5V-6
24,Votos en Blanco,0,"0,00%",,DE ATACAMA,DISTRITO 4,ALTO DEL CARMEN,ALTO DEL CARMEN,ESCUELA RICARDO CAMPILLAY CONTRERAS,5V-6
25,Total Votación,80,"100,00%",,DE ATACAMA,DISTRITO 4,ALTO DEL CARMEN,ALTO DEL CARMEN,ESCUELA RICARDO CAMPILLAY CONTRERAS,5V-6
1,1. GABRIEL BORIC FONT,CS,8,"10,26%",DE ATACAMA,DISTRITO 4,ALTO DEL CARMEN,EL TRANSITO,EDUCADOR ARTURO ALVEAR RAMOS,1M
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,14,"17,95%",DE ATACAMA,DISTRITO 4,ALTO DEL CARMEN,EL TRANSITO,EDUCADOR ARTURO ALVEAR RAMOS,1M
7,3. YASNA PROVOSTE CAMPILLAY,PDC,41,"52,56%",DE ATACAMA,DISTRITO 4,ALTO DEL CARMEN,EL TRANSITO,EDUCADOR ARTURO ALVEAR RAMOS,1M
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,7,"8,97%",DE ATACAMA,DISTRITO 4,ALTO DEL CARMEN,EL TRANSITO,EDUCADOR ARTURO ALVEAR RAMOS,1M
13,5. EDUARDO ARTES BRICHETTI,UPA,0,"0,00%",DE ATACAMA,DISTRITO 4,ALTO DEL CARMEN,EL TRANSITO,EDUCADOR ARTURO ALVEAR RAMOS,1M
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,1,"1,28%",DE ATACAMA,DISTRITO 4,ALTO DEL CARMEN,EL TRANSITO,EDUCADOR ARTURO ALVEAR RAMOS,1M
19,7. FRANCO PARISI FERNANDEZ,PDG,7,"8,97%",DE ATACAMA,DISTRITO 4,ALTO DEL CARMEN,EL TRANSITO,EDUCADOR ARTURO ALVEAR RAMOS,1M
22,Válidamente Emitidos,78,"100,00%",,DE ATACAMA,DISTRITO 4,ALTO DEL CARMEN,EL TRANSITO,EDUCADOR ARTURO ALVEAR RAMOS,1M
23,Votos Nulos,0,"0,00%",,DE ATACAMA,DISTRITO 4,ALTO DEL CARMEN,EL TRANSITO,EDUCADOR ARTURO ALVEAR RAMOS,1M
24,Votos en Blanco,0,"0,00%",,DE ATACAMA,DISTRITO 4,ALTO DEL CARMEN,EL TRANSITO,EDUCADOR ARTURO ALVEAR RAMOS,1M
25,Total Votación,78,"100,00%",,DE ATACAMA,DISTRITO 4,ALTO DEL CARMEN,EL TRANSITO,EDUCADOR ARTURO ALVEAR RAMOS,1M
1,1. GABRIEL BORIC FONT,CS,12,"11,54%",DE ATACAMA,DISTRITO 4,ALTO DEL CARMEN,EL TRANSITO,EDUCADOR ARTURO ALVEAR RAMOS,2M
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,13,"12,50%",DE ATACAMA,DISTRITO 4,ALTO DEL CARMEN,EL TRANSITO,EDUCADOR ARTURO ALVEAR RAMOS,2M
7,3. YASNA PROVOSTE CAMPILLAY,PDC,66,"63,46%",DE ATACAMA,DISTRITO 4,ALTO DEL CARMEN,EL TRANSITO,EDUCADOR ARTURO ALVEAR RAMOS,2M
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,3,"2,88%",DE ATACAMA,DISTRITO 4,ALTO DEL CARMEN,EL TRANSITO,EDUCADOR ARTURO ALVEAR RAMOS,2M
13,5. EDUARDO ARTES BRICHETTI,UPA,0,"0,00%",DE ATACAMA,DISTRITO 4,ALTO DEL CARMEN,EL TRANSITO,EDUCADOR ARTURO ALVEAR RAMOS,2M
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,0,"0,00%",DE ATACAMA,DISTRITO 4,ALTO DEL CARMEN,EL TRANSITO,EDUCADOR ARTURO ALVEAR RAMOS,2M
19,7. FRANCO PARISI FERNANDEZ,PDG,10,"9,62%",DE ATACAMA,DISTRITO 4,ALTO DEL CARMEN,EL TRANSITO,EDUCADOR ARTURO ALVEAR RAMOS,2M
22,Válidamente Emitidos,104,"98,11%",,DE ATACAMA,DISTRITO 4,ALTO DEL CARMEN,EL TRANSITO,EDUCADOR ARTURO ALVEAR RAMOS,2M
23,Votos Nulos,0,"0,00%",,DE ATACAMA,DISTRITO 4,ALTO DEL CARMEN,EL TRANSITO,EDUCADOR ARTURO ALVEAR RAMOS,2M
24,Votos en Blanco,2,"1,89%",,DE ATACAMA,DISTRITO 4,ALTO DEL CARMEN,EL TRANSITO,EDUCADOR ARTURO ALVEAR RAMOS,2M
25,Total Votación,106,"100,00%",,DE ATACAMA,DISTRITO 4,ALTO DEL CARMEN,EL TRANSITO,EDUCADOR ARTURO ALVEAR RAMOS,2M
1,1. GABRIEL BORIC FONT,CS,10,"8,77%",DE ATACAMA,DISTRITO 4,ALTO DEL CARMEN,EL TRANSITO,EDUCADOR ARTURO ALVEAR RAMOS,3M
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,12,"10,53%",DE ATACAMA,DISTRITO 4,ALTO DEL CARMEN,EL TRANSITO,EDUCADOR ARTURO ALVEAR RAMOS,3M
7,3. YASNA PROVOSTE CAMPILLAY,PDC,68,"59,65%",DE ATACAMA,DISTRITO 4,ALTO DEL CARMEN,EL TRANSITO,EDUCADOR ARTURO ALVEAR RAMOS,3M
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,4,"3,51%",DE ATACAMA,DISTRITO 4,ALTO DEL CARMEN,EL TRANSITO,EDUCADOR ARTURO ALVEAR RAMOS,3M
13,5. EDUARDO ARTES BRICHETTI,UPA,0,"0,00%",DE ATACAMA,DISTRITO 4,ALTO DEL CARMEN,EL TRANSITO,EDUCADOR ARTURO ALVEAR RAMOS,3M
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,4,"3,51%",DE ATACAMA,DISTRITO 4,ALTO DEL CARMEN,EL TRANSITO,EDUCADOR ARTURO ALVEAR RAMOS,3M
19,7. FRANCO PARISI FERNANDEZ,PDG,16,"14,04%",DE ATACAMA,DISTRITO 4,ALTO DEL CARMEN,EL TRANSITO,EDUCADOR ARTURO ALVEAR RAMOS,3M
22,Válidamente Emitidos,114,"100,00%",,DE ATACAMA,DISTRITO 4,ALTO DEL CARMEN,EL TRANSITO,EDUCADOR ARTURO ALVEAR RAMOS,3M
23,Votos Nulos,0,"0,00%",,DE ATACAMA,DISTRITO 4,ALTO DEL CARMEN,EL TRANSITO,EDUCADOR ARTURO ALVEAR RAMOS,3M
24,Votos en Blanco,0,"0,00%",,DE ATACAMA,DISTRITO 4,ALTO DEL CARMEN,EL TRANSITO,EDUCADOR ARTURO ALVEAR RAMOS,3M
25,Total Votación,114,"100,00%",,DE ATACAMA,DISTRITO 4,ALTO DEL CARMEN,EL TRANSITO,EDUCADOR ARTURO ALVEAR RAMOS,3M
1,1. GABRIEL BORIC FONT,CS,11,"11,96%",DE ATACAMA,DISTRITO 4,ALTO DEL CARMEN,EL TRANSITO,EDUCADOR ARTURO ALVEAR RAMOS,4M (Descuadrada)
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,10,"10,87%",DE ATACAMA,DISTRITO 4,ALTO DEL CARMEN,EL TRANSITO,EDUCADOR ARTURO ALVEAR RAMOS,4M (Descuadrada)
7,3. YASNA PROVOSTE CAMPILLAY,PDC,46,"50,00%",DE ATACAMA,DISTRITO 4,ALTO DEL CARMEN,EL TRANSITO,EDUCADOR ARTURO ALVEAR RAMOS,4M (Descuadrada)
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,2,"2,17%",DE ATACAMA,DISTRITO 4,ALTO DEL CARMEN,EL TRANSITO,EDUCADOR ARTURO ALVEAR RAMOS,4M (Descuadrada)
13,5. EDUARDO ARTES BRICHETTI,UPA,1,"1,09%",DE ATACAMA,DISTRITO 4,ALTO DEL CARMEN,EL TRANSITO,EDUCADOR ARTURO ALVEAR RAMOS,4M (Descuadrada)
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,7,"7,61%",DE ATACAMA,DISTRITO 4,ALTO DEL CARMEN,EL TRANSITO,EDUCADOR ARTURO ALVEAR RAMOS,4M (Descuadrada)
19,7. FRANCO PARISI FERNANDEZ,PDG,15,"16,30%",DE ATACAMA,DISTRITO 4,ALTO DEL CARMEN,EL TRANSITO,EDUCADOR ARTURO ALVEAR RAMOS,4M (Descuadrada)
22,Válidamente Emitidos,92,"97,87%",,DE ATACAMA,DISTRITO 4,ALTO DEL CARMEN,EL TRANSITO,EDUCADOR ARTURO ALVEAR RAMOS,4M (Descuadrada)
23,Votos Nulos,0,"0,00%",,DE ATACAMA,DISTRITO 4,ALTO DEL CARMEN,EL TRANSITO,EDUCADOR ARTURO ALVEAR RAMOS,4M (Descuadrada)
24,Votos en Blanco,1,"1,06%",,DE ATACAMA,DISTRITO 4,ALTO DEL CARMEN,EL TRANSITO,EDUCADOR ARTURO ALVEAR RAMOS,4M (Descuadrada)
25,Total Votación,94,"100,00%",,DE ATACAMA,DISTRITO 4,ALTO DEL CARMEN,EL TRANSITO,EDUCADOR ARTURO ALVEAR RAMOS,4M (Descuadrada)
1,1. GABRIEL BORIC FONT,CS,10,"9,52%",DE ATACAMA,DISTRITO 4,ALTO DEL CARMEN,EL TRANSITO,EDUCADOR ARTURO ALVEAR RAMOS,1V (Descuadrada)
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,6,"5,71%",DE ATACAMA,DISTRITO 4,ALTO DEL CARMEN,EL TRANSITO,EDUCADOR ARTURO ALVEAR RAMOS,1V (Descuadrada)
7,3. YASNA PROVOSTE CAMPILLAY,PDC,68,"64,76%",DE ATACAMA,DISTRITO 4,ALTO DEL CARMEN,EL TRANSITO,EDUCADOR ARTURO ALVEAR RAMOS,1V (Descuadrada)
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,3,"2,86%",DE ATACAMA,DISTRITO 4,ALTO DEL CARMEN,EL TRANSITO,EDUCADOR ARTURO ALVEAR RAMOS,1V (Descuadrada)
13,5. EDUARDO ARTES BRICHETTI,UPA,0,"0,00%",DE ATACAMA,DISTRITO 4,ALTO DEL CARMEN,EL TRANSITO,EDUCADOR ARTURO ALVEAR RAMOS,1V (Descuadrada)
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,1,"0,95%",DE ATACAMA,DISTRITO 4,ALTO DEL CARMEN,EL TRANSITO,EDUCADOR ARTURO ALVEAR RAMOS,1V (Descuadrada)
19,7. FRANCO PARISI FERNANDEZ,PDG,17,"16,19%",DE ATACAMA,DISTRITO 4,ALTO DEL CARMEN,EL TRANSITO,EDUCADOR ARTURO ALVEAR RAMOS,1V (Descuadrada)
22,Válidamente Emitidos,105,"99,06%",,DE ATACAMA,DISTRITO 4,ALTO DEL CARMEN,EL TRANSITO,EDUCADOR ARTURO ALVEAR RAMOS,1V (Descuadrada)
23,Votos Nulos,0,"0,00%",,DE ATACAMA,DISTRITO 4,ALTO DEL CARMEN,EL TRANSITO,EDUCADOR ARTURO ALVEAR RAMOS,1V (Descuadrada)
24,Votos en Blanco,0,"0,00%",,DE ATACAMA,DISTRITO 4,ALTO DEL CARMEN,EL TRANSITO,EDUCADOR ARTURO ALVEAR RAMOS,1V (Descuadrada)
25,Total Votación,106,"100,00%",,DE ATACAMA,DISTRITO 4,ALTO DEL CARMEN,EL TRANSITO,EDUCADOR ARTURO ALVEAR RAMOS,1V (Descuadrada)
1,1. GABRIEL BORIC FONT,CS,12,"11,32%",DE ATACAMA,DISTRITO 4,ALTO DEL CARMEN,EL TRANSITO,EDUCADOR ARTURO ALVEAR RAMOS,2V
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,14,"13,21%",DE ATACAMA,DISTRITO 4,ALTO DEL CARMEN,EL TRANSITO,EDUCADOR ARTURO ALVEAR RAMOS,2V
7,3. YASNA PROVOSTE CAMPILLAY,PDC,56,"52,83%",DE ATACAMA,DISTRITO 4,ALTO DEL CARMEN,EL TRANSITO,EDUCADOR ARTURO ALVEAR RAMOS,2V
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,5,"4,72%",DE ATACAMA,DISTRITO 4,ALTO DEL CARMEN,EL TRANSITO,EDUCADOR ARTURO ALVEAR RAMOS,2V
13,5. EDUARDO ARTES BRICHETTI,UPA,0,"0,00%",DE ATACAMA,DISTRITO 4,ALTO DEL CARMEN,EL TRANSITO,EDUCADOR ARTURO ALVEAR RAMOS,2V
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,3,"2,83%",DE ATACAMA,DISTRITO 4,ALTO DEL CARMEN,EL TRANSITO,EDUCADOR ARTURO ALVEAR RAMOS,2V
19,7. FRANCO PARISI FERNANDEZ,PDG,16,"15,09%",DE ATACAMA,DISTRITO 4,ALTO DEL CARMEN,EL TRANSITO,EDUCADOR ARTURO ALVEAR RAMOS,2V
22,Válidamente Emitidos,106,"98,15%",,DE ATACAMA,DISTRITO 4,ALTO DEL CARMEN,EL TRANSITO,EDUCADOR ARTURO ALVEAR RAMOS,2V
23,Votos Nulos,2,"1,85%",,DE ATACAMA,DISTRITO 4,ALTO DEL CARMEN,EL TRANSITO,EDUCADOR ARTURO ALVEAR RAMOS,2V
24,Votos en Blanco,0,"0,00%",,DE ATACAMA,DISTRITO 4,ALTO DEL CARMEN,EL TRANSITO,EDUCADOR ARTURO ALVEAR RAMOS,2V
25,Total Votación,108,"100,00%",,DE ATACAMA,DISTRITO 4,ALTO DEL CARMEN,EL TRANSITO,EDUCADOR ARTURO ALVEAR RAMOS,2V
1,1. GABRIEL BORIC FONT,CS,20,"18,69%",DE ATACAMA,DISTRITO 4,ALTO DEL CARMEN,EL TRANSITO,EDUCADOR ARTURO ALVEAR RAMOS,3V
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,8,"7,48%",DE ATACAMA,DISTRITO 4,ALTO DEL CARMEN,EL TRANSITO,EDUCADOR ARTURO ALVEAR RAMOS,3V
7,3. YASNA PROVOSTE CAMPILLAY,PDC,48,"44,86%",DE ATACAMA,DISTRITO 4,ALTO DEL CARMEN,EL TRANSITO,EDUCADOR ARTURO ALVEAR RAMOS,3V
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,3,"2,80%",DE ATACAMA,DISTRITO 4,ALTO DEL CARMEN,EL TRANSITO,EDUCADOR ARTURO ALVEAR RAMOS,3V
13,5. EDUARDO ARTES BRICHETTI,UPA,1,"0,93%",DE ATACAMA,DISTRITO 4,ALTO DEL CARMEN,EL TRANSITO,EDUCADOR ARTURO ALVEAR RAMOS,3V
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,0,"0,00%",DE ATACAMA,DISTRITO 4,ALTO DEL CARMEN,EL TRANSITO,EDUCADOR ARTURO ALVEAR RAMOS,3V
19,7. FRANCO PARISI FERNANDEZ,PDG,27,"25,23%",DE ATACAMA,DISTRITO 4,ALTO DEL CARMEN,EL TRANSITO,EDUCADOR ARTURO ALVEAR RAMOS,3V
22,Válidamente Emitidos,107,"99,07%",,DE ATACAMA,DISTRITO 4,ALTO DEL CARMEN,EL TRANSITO,EDUCADOR ARTURO ALVEAR RAMOS,3V
23,Votos Nulos,0,"0,00%",,DE ATACAMA,DISTRITO 4,ALTO DEL CARMEN,EL TRANSITO,EDUCADOR ARTURO ALVEAR RAMOS,3V
24,Votos en Blanco,1,"0,93%",,DE ATACAMA,DISTRITO 4,ALTO DEL CARMEN,EL TRANSITO,EDUCADOR ARTURO ALVEAR RAMOS,3V
25,Total Votación,108,"100,00%",,DE ATACAMA,DISTRITO 4,ALTO DEL CARMEN,EL TRANSITO,EDUCADOR ARTURO ALVEAR RAMOS,3V
1,1. GABRIEL BORIC FONT,CS,13,"9,49%",DE ATACAMA,DISTRITO 4,ALTO DEL CARMEN,EL TRANSITO,EDUCADOR ARTURO ALVEAR RAMOS,4V
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,17,"12,41%",DE ATACAMA,DISTRITO 4,ALTO DEL CARMEN,EL TRANSITO,EDUCADOR ARTURO ALVEAR RAMOS,4V
7,3. YASNA PROVOSTE CAMPILLAY,PDC,75,"54,74%",DE ATACAMA,DISTRITO 4,ALTO DEL CARMEN,EL TRANSITO,EDUCADOR ARTURO ALVEAR RAMOS,4V
